Concern Report Date,Part No,Vendor Name,Concern Description,Vehicle Model,Qty. Reported,Initial Analysis & Reason for Attributio,Reason for ICA Not Possible,ICA Details at M&M,ICA Failure,Segregation Qty,OK Qty,Rejection(BLock)Qty (344 and 350 Mvt),Scarp Qty(951 and 551 Mvt),Rework Qty,Deviation Qty,Line Loss,Yard Hold,ESQA Entry Required,Justification for ESQA Not Required,ESQA Number
2025-03-07,0101BW502750N,JBM AUTO LIMITED,M5 Stud Broken Due To Poor Welding,THAR ROXX,1,M5 Stud Broken Due To Poor Welding,,ICA Started By Buckling Tool,N,50,47,0,0,3,0,N,N,Y,,2014132143.0
2025-03-07,2302BW500870A,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Bumper not fitting,THAR ROXX,1,lh side bracket loose ribit found mising,,By Visually Checking,N,36,35,0,0,1,0,N,N,Y,,2014132157.0
2025-03-05,2301DW502090N,JBM AUTO LIMITED,Defroster fitment not possible,THAR ROXX,1,CCB bracket orientation wrong,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132220.0
2025-03-08,2303CW504731B,SUN N SHADE SUNVISOR PVT LIMITED,Sunvisor Vanity Lamp Work intermittent,THAR ROXX,1,Sunvisor Found Defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132126.0
2025-03-05,2401AW500621A,MSKH SEATING SYSTEMS INDIA (P) LTD,Traceability Not Done.,THAR ROXX,1,Co Driver Seat sticker pasted On Driver Seat.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132176.0
2025-03-04,0201ABM02780N,ALF ENGINEERING PVT LTD,ABS wire cliping fitment not possible,THAR ROXX,1,Clip mounting Slot missing on bracket,,By visually Checking,N,37,36,0,0,1,0,N,N,Y,,2014132221.0
2025-03-10,0117BZ100011A,GOLDE PUNE AUTOMOTIVE INDIA PRIVATE,TAKK noise from sunroof while opening,THAR ROXX,1,TAKK noise from sunroof while opening,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132099.0
2025-03-10,1101AAA03621N,RANE MADRAS LIMITED,Circlip Hole undersize,THAR ROXX,1,Champaring missing,Part level ICA Not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132235.0
2025-03-10,2303BW501251D,Varroc Polymers Ltd,Bubble on RH RR door trim near power window switch,THAR ROXX,1,Bubble on RH RR door trim near power window switch,,By Visually Checking,N,69,68,1,0,0,0,N,N,Y,,2014132166.0
2025-03-11,2302BW500870A,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Multiple Damage Marks On Rear Bumper.,THAR ROXX,1,Multiple Damage Marks On Rear Bumper.,,By Visually Checking,N,71,70,1,0,0,0,N,N,Y,,2014132264.0
2025-03-11,2302AW502070N,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Multiple Damage Marks On Front Bumper.,THAR ROXX,1,Multiple Damage Marks On Front Bumper.,,By Visually Checking,N,110,109,1,0,0,0,N,N,Y,,2014132263.0
2025-03-10,2303BW501710N,ABHIJEET TECHNO-PLAST (I) P LTD,PKE Connection Stress Condition,THAR ROXX,1,PKE Orientation Wrong,,By Visually Checking,N,70,69,1,0,0,0,N,N,Y,,2014132198.0
2025-03-07,0101EW505540N,BILL INDUSTRIES,M6 Earthing stud broken. Due To Poor Welding.,THAR ROXX,1,M6 Earthing stud broken. Due To Poor Welding.,,ICA Started By Buckling Tool.,N,350,349,0,0,1,0,N,N,Y,,2014127319.0
2025-03-10,0101EW505540N,BILL INDUSTRIES,M6 Earthing stud mtg bracket 2 spot fail out 2 spot,THAR ROXX,1,M6 Earthing stud mtg bracket 2 spot fail out 2 spot,,ICA Started By Chisel Test.,N,370,369,0,0,1,0,N,N,Y,,2014120887.0
2025-03-08,0601DAA00241N,Bosch Chassis Systems India Private,Clevis pin fitment not possible,THAR ROXX,1,Clevis pin insertion bracket found with excess gap,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132253.0
2025-03-11,2302EW500991N,Motherson Automotive Technologies a,Wrong Identification Sticker.,THAR ROXX,1,LH sticker pasted on RH Side,,By Visually Checking,N,160,159,1,0,0,0,N,N,Y,,2014132258.0
2025-03-13,1702BAA01841N,UNO MINDA LIMITED,OHC button not functioning properly,THAR ROXX,1,OHC found defective,Part Level ICA not Possible,,N,0,0,2,0,0,0,N,N,Y,,2014132331.0
2025-03-12,2302AW502080J,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Grill having thick paint,THAR ROXX,1,paint not done properly,,By Visually Checking,N,38,37,1,0,0,0,N,N,Y,,2014132329.0
2025-03-13,2302AW502070N,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Bubble found on front bumper,THAR ROXX,1,Excess mould found on bumper,,By visually Checking,N,107,106,1,0,0,0,N,N,Y,,2014132309.0
2025-03-13,1701AW500101N,LUMAX INDUSTRIES LIMITED,DRL Shade variation,THAR ROXX,1,DRL Shade variation,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132278.0
2025-03-13,1701AW500101N,LUMAX INDUSTRIES LIMITED,Poor appearance on head lamp,THAR ROXX,1,Mould mark found on the DRL,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132289.0
2025-03-13,0103AW502610N,BILL INDUSTRIES,Square Slot Missing.,THAR ROXX,1,Square Slot Missing.,,ICA Started By Visual Checking.,N,350,349,0,0,1,0,N,N,Y,,2014128315.0
2025-03-15,0101EW503570N,JBM AUTO LIMITED,One M6 Nut Missing. Rh A Pillar Handle Mtg Nut Missing.,THAR ROXX,1,One M6 Nut Missing. Rh A Pillar Handle Mtg Nut Missing.,,ICA Started By Visual Checking.,N,100,99,0,0,1,0,N,N,Y,,2014132431.0
2025-03-17,2302EW500991N,Motherson Automotive Technologies a,Wrong Idebtification Sticker.,THAR ROXX,1,LH sticker pasted on RH Side,,By Visually Checking,N,0,0,1,0,0,0,N,N,Y,,2014132258.0
2025-03-18,0101EW503850N,ANANDJI HARIDAS & CO. PVT LTD,Fuel Box Bump stopper bracket 02 spot failure Out Of 02.,THAR ROXX,1,Fuel Box Bump stopper  bracket 02 spot failure Out Of 02.,,100% Part Inspection.,N,384,380,0,0,4,0,N,N,Y,,2014124978.0
2025-03-17,0117EW500011G,GOLDE PUNE AUTOMOTIVE INDIA PRIVATE,Wrinkle On Sunshade,THAR ROXX,1,Wrinkle On Sunshade,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132534.0
2025-03-15,1501BAA05331N,APTIV COMPONENTS INDIA PRIVATE LIMI,Blue Spot On Screen,THAR ROXX,1,Susupected Display Found Defective.,Part Level ICA Not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132460.0
2025-03-18,2303CW504671B,GRUPO ANTOLIN INDIA PVT LTD,Poor Appearance on Roofliner,THAR ROXX,1,Poor Appearance on Roofliner,Part level ICA not possible,,N,0,0,24,0,0,0,N,N,Y,,2014132388.0
2025-03-15,2301DW502080N,JBM AUTO LIMITED,CCB traceability not possible,THAR ROXX,1,Barcode format observed wrong,Part level ICA not Possible,,N,0,0,0,0,1,0,N,N,Y,,2014132471.0
2025-03-17,2301DW502080N,JBM AUTO LIMITED,LH side IP fitment not possible,THAR ROXX,1,LHS side CCB nut  threading not ok,,By Visually Checking,N,75,74,0,0,1,0,N,N,Y,,2014132501.0
2025-03-15,2301DW502090N,JBM AUTO LIMITED,CCB TO Steering Column Hole Mismatch,THAR ROXX,1,CCB TO Steering Column Hole Mismatch,,By Manually Checking,N,84,83,0,0,1,0,Y,N,Y,,2014132500.0
2025-03-17,0401EBB01521N,NHK SPRING INDIA LTD,Underbody noise,THAR ROXX,1,Stab bar link nut found in loose condition,,By Visually checking,N,80,79,1,0,0,0,N,N,Y,,2014132465.0
2025-03-18,0101BW502880N,JBM AUTO LIMITED,1 spot missing obsd Out Of 04.,THAR ROXX,1,1 spot missing obsd  out off 4 spot. Of raer Seat Mtg Mid & Cross Mbr Second Row seat Rear.,,100% Part Inspection.,N,117,116,0,0,1,0,N,N,Y,,2014132626.0
2025-03-17,2303CW504671N,GRUPO ANTOLIN INDIA PVT LTD,Poor Appearance on Roofliner,THAR ROXX,1,De Lamination found on roof liner,Part level ICA not possible,,N,0,0,0,0,1,0,N,N,Y,,2014132457.0
2025-03-17,2303CZ101841N,UNO MINDA LIMITED,Crack Near OHC Switch,THAR ROXX,1,Crack Near OHC Switch,,By Visually Checking,N,98,97,1,0,1,0,N,N,Y,,2014132550.0
2025-03-20,1805AW500251N,Nippon Audiotronix pvt ltd,FCVC not store.,THAR ROXX,1,FCVC not store.,Part level ICA not possible.,,N,0,0,1,0,0,0,N,N,Y,,2014132590.0
2025-03-18,2303AW501030N,SATISH INJECTO-PLAST,Scuff plate fitment not possible.,THAR ROXX,1,Scuff plate found short molded.,,By Visually Checking,N,240,239,1,0,0,0,N,N,Y,,2014132477.0
2025-03-18,0002AAW00011N,SD ENGINEERSTECH PVT LTD,Introduction Sticker Poor Pasting,THAR ROXX,1,Introduction Sticker Poor Pasting,,By Visually Checking,N,200,199,0,0,1,0,N,N,Y,,2014132476.0
2025-03-18,2301DW502080N,TRACK COMPONENTS LTD,Abnomal noise from brake pedal while pressing,THAR ROXX,1,Pedal fouling with pedal catcher,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132519.0
2025-03-18,2302CW504190N,MAC STEEL PRIVATE LIMITED,Poor appearance on Foot Step.,THAR ROXX,1,Damage Mark On Foot Step,,By Visually Checking,N,140,139,1,0,0,0,N,N,Y,,2014129161.0
2025-03-18,2401AW500821C,MSKH SEATING SYSTEMS INDIA (P) LTD,Seat Tracebility Not Possible,THAR ROXX,1,Driver Seat Sticker Pasted On Co Driver Seat,,By Visually Checking,N,94,55,0,0,20,0,N,N,Y,,2014132540.0
2025-03-17,2302AW502070N,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Poor appearance on Front Bumper At RH Side,THAR ROXX,1,Silver Paint Mark On Front Bumper,,By Vsually Checking,N,56,55,1,0,0,0,N,N,Y,,2014130354.0
2025-03-17,0107BW500581N,GOLDSEAL-SAARGUMMI INDIA PVT. LTD.,Poor Appearance,THAR ROXX,1,The outer side texture Wrong,,By Visually Checking,N,276,272,4,0,0,0,N,N,Y,,2014132492.0
2025-03-17,0111JW600051N,Uno Mindarika Private Limited.,Fuse Blown Continuedly,THAR ROXX,1,Suspected Switch Found Defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132602.0
2025-03-18,0103AW500290N,SHREE SHYAM PROCESSORS PVT LTD,LH Front Door Waist Seal-Lansing Operation Missing,THAR ROXX,1,LH Front Door Waist Seal-Lansing Operation Missing,,ICA Started by visually checking.,N,150,149,0,0,1,0,N,N,Y,,2014132391.0
2025-03-18,0101BW502690N,MAHINDRA ACCELO LIMITED,Rear floor flange cut obsd,THAR ROXX,1,Rear floor flange cut obsd. Causing Spotting Issue With Front Floor.,,100% Part Inspection.,N,280,279,0,0,0,0,N,N,Y,,2014132542.0
2025-03-20,1701AW500091N,LUMAX INDUSTRIES LIMITED,DRL inoperative.,THAR ROXX,1,DRL inoperative.,Part level ICA not possible.,,N,0,0,1,0,0,0,N,N,Y,,2014126322.0
2025-03-19,0401EBB01521N,NHK SPRING INDIA LTD,Stab Bar fitment not possible,THAR ROXX,1,Bothe side link Oriantation wrong,,By Visually Checking,N,160,159,1,0,0,0,N,N,Y,,2014132564.0
2025-03-17,1901AW500011N,INTERFACE MICROSYSTEMS,WLC DTC error,THAR ROXX,1,Wireless charger not working.,Part level ICA not possible,,N,0,0,3,0,0,0,N,N,Y,,2014125410.0
2025-03-17,1501DAA00821N,FOURFRONT PRIVATE LIMITED,C pin port not working,THAR ROXX,1,DTC error shown.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014131363.0
2025-03-22,1703AW500091N,UNO MINDA LIMITED,Parking light not working,THAR ROXX,1,Lamp found Defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132722.0
2025-03-15,1105GUA00051N,Uno Mindarika Private Limited.,Cruise button inoperative.,THAR ROXX,1,Steering wheel switch found defective.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132585.0
2025-03-25,0111AW500090N,ASAHI INDIA GLASS LTD.,Glass sticker missing.,THAR ROXX,1,24*7 Emergency sticker missing on glass.,,By Visually Checking,N,60,59,1,0,0,0,N,N,Y,,2014132791.0
2025-03-24,2302EW501301N,Motherson Automotive Technologies a,Water spray not working in proper condition,THAR ROXX,1,Water nozel found in wrong oriantation.,,By Visually Checking,N,60,59,1,0,0,0,N,N,Y,,2014132712.0
2025-03-22,1805AW500251N,Nippon Audiotronix pvt ltd,All camera not working properly,THAR ROXX,1,SVS found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014127738.0
2025-03-22,0114DW500321N,MAGNA AUTOMOTIVE INDIA PVT LTD,Central locking function inoperative.,THAR ROXX,1,Latch found defective.,Part level ICA not possible,,N,0,0,2,0,0,0,N,N,Y,,2014128600.0
2025-03-25,0116AW500181N,THE WEST INDIA POWER EQUIP P LTD,Wiper noise.,THAR ROXX,1,Wiper spring noise.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132743.0
2025-03-28,0404AAA70850N,WHEELS INDIA LTD,RH RR  alloy wheel Alloy Poor Fitment,THAR ROXX,1,Tyre assyembled not ok on  alloywheel,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132829.0
2025-03-28,0501AAA05711N,MSL DRIVELINE SYSTEMS LIMITED,Excess vibration and abnormal noise from underbodu.,THAR ROXX,1,PROPELLER shaft found defective.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132848.0
2025-03-26,0075613,PRECISION FORGING AND STAMPING,Vehicle No Brake,THAR ROXX,1,Hole On Caliper Benjo Bolt Head,,Visually Checking,N,2000,1999,1,0,0,0,N,N,Y,,2014132766.0
2025-03-26,2401AW500701C,MSKH SEATING SYSTEMS INDIA (P) LTD,Seat Head rest stiches shade veriations.,THAR ROXX,1,ead rest stiches shade veriations.,,By Visually Checking,N,18,17,0,0,1,0,N,N,Y,,2014132800.0
2025-03-27,0101EW505460N,DG CORPORATION PVT. LTD,Tail Gate Applique Bracket One M6 Nut Missing.,THAR ROXX,1,Tail Gate Applique Bracket One M6 Nut Missing,,ICA Started By Visual Checking.,N,200,199,0,0,1,0,N,N,Y,,2014132836.0
2025-03-28,0101BW503060N,SANJYOT METAL INDUSTRIES,Seat mtg M10 nut missing,THAR ROXX,1,Seat mtg M10 nut missing,,ICA started by visually checking.,N,35,34,0,0,1,0,N,N,Y,,2014132778.0
2025-03-26,1701AW500121N,LUMAX INDUSTRIES LIMITED,Poor appearance on head lamp.,THAR ROXX,1,Dirt on DRL lens,,By Visually Checking,N,0,0,1,0,0,0,N,N,Y,,2014132880.0
2025-03-27,1901AW500011N,INTERFACE MICROSYSTEMS,Wireless charger inoperative,THAR ROXX,1,Wireless charger inoperative,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014122474.0
2025-03-27,2303BW502051N,Varroc Polymers Ltd,screw found inside the  Tutor assy grabhandle,THAR ROXX,1,screw found inside the Tutor assy grabhandle,,By Visually Checking,N,60,59,1,0,0,0,N,N,Y,,2014132807.0
2025-03-25,1702BAA01841N,UNO MINDA LIMITED,OHC button not functioning properly,THAR ROXX,1,Button operation found hard,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132331.0
2025-03-28,2303BW502731N,Varroc Polymers Ltd,Poor appearance on Trim pad,THAR ROXX,1,Tinsulat foam Not ok,,By Visually Checking,N,20,19,1,0,0,0,N,N,Y,,2014132863.0
2025-03-29,2402AW500301A,MSKH SEATING SYSTEMS INDIA (P) LTD,ODS cable coming out of switch.,THAR ROXX,1,ODS cable coming out of switch.,,By visually checking,N,23,22,1,0,0,0,N,N,Y,,2014132897.0
2025-03-28,2302AW502080T,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Barcode not scaning properly,THAR ROXX,1,Error found while scaning the barcode,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132628.0
2025-03-28,2302AW502080J,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Barcode not scaning properly,THAR ROXX,1,Error found while scaning the barcode,Part level ICA not possible,,N,0,0,3,0,0,0,N,N,Y,,2014132816.0
2025-03-29,1803AW500141N,Uno Mindarika Private Limited.,Driver side switch Pack shead variation,THAR ROXX,1,Driver side switch Pack shead variation,,By Visually Checking,N,40,39,1,0,0,0,N,N,Y,,2014132896.0
2025-04-01,0116CW500291N,PRABHA ENGINEERING PVT LTD,Traceability not possible,THAR ROXX,1,Barcode sticker not printed properly,,Visually checking,N,0,0,1,0,0,0,N,N,Y,,2014132904.0
2025-04-01,0101BW503800N,P.M. ELECTRO AUTO PVT. LTD.,Bolt Getting Half Torque,THAR ROXX,1,Thread Found Not Ok,,By Manually Checking,N,240,234,0,0,6,0,N,N,Y,,2014132983.0
2025-04-02,2303BW502061A,Varroc Polymers Ltd,Driver side Switch going inside while pressing,THAR ROXX,1,Mounting  screw missing on bezel.,,By Visually Checking,N,120,119,1,0,0,0,N,N,Y,,2014133280.0
2025-04-01,2303CW504671B,GRUPO ANTOLIN INDIA PVT LTD,Poor Appearance on Roofliner,THAR ROXX,1,De-lamination found on roof liner,Part level ICA not possible,,N,0,0,6,0,0,0,N,N,Y,,2014132388.0
2025-04-01,1701AW500121N,LUMAX INDUSTRIES LIMITED,RHS DRL black cap missing,THAR ROXX,1,RHS DRL black cap missing,,By Visually Checking,N,113,112,1,0,0,0,N,N,Y,,2014132937.0
2025-04-01,2302AW502060N,PLASTIC OMNIUM AUTO EXTERIORS (INDI,FRM flashing not possible,THAR ROXX,1,Old Version Wairing harness assmbled on Bumper,,By Visually Checking,N,40,38,2,0,0,0,N,N,Y,,2014133005.0
2025-04-05,0116CW500291N,PRABHA ENGINEERING PVT LTD,Traceability not possible,THAR ROXX,1,Barcode sticker formate not okoperly,Part level ICA not possible,,N,0,0,9,0,0,0,N,N,Y,,2014133140.0
2025-04-03,0111JAP00301N,Ls Automotive India,Power window switch illumination light inoperative.,THAR ROXX,1,switch found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133008.0
2025-04-01,1501BAA05481N,NIPPON AUDIOTRONIX PRIVATE LIMITED,Infotenment display Blank,THAR ROXX,1,Audio inoperative,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014132938.0
2025-04-01,2402AW500281C,MSKH SEATING SYSTEMS INDIA,Traceability Not Done.,THAR ROXX,1,Barcode Sticker Faint.,,By Visually Checking,N,101,100,0,0,1,0,N,N,Y,,2014133222.0
2025-04-01,1001CAA18061N,PV CLEAN MOBILITY TECHNOLOGIES PRIV,Vehicle No start,THAR ROXX,1,Suspected FDM found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014122649.0
2025-04-02,2303EW500220N,PARACOAT PRODUCTS LIMITED,Tool kit organizer Bolt loose,THAR ROXX,1,Welding Nut Broken,,By Visually Checking,N,344,343,1,0,0,0,N,N,Y,,2014133104.0
2025-04-05,0101CW501290N,DG CORPORATION PRIVATE LIMITED,7*16 Nut Plate Missing On Bracket,THAR ROXX,1,7*16 Nut Plate Missing On Bracket.,,100% Part Inspection.,N,450,449,0,0,1,0,N,N,Y,,2014132859.0
2025-04-01,2401AW500811C,MSKH SEATING SYSTEMS INDIA,Driver Seat motor noise,THAR ROXX,1,Driver Seat motor noise,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133112.0
2025-04-03,0203BAR01441N,VIBRACOUSTIC INDIA PRIVATE,Bolt came out from insulator,THAR ROXX,1,Part found Defective,,By manually Checking,N,215,214,1,0,0,0,N,N,Y,,2014132998.0
2025-04-02,2303EW500220N,PARACOAT PRODUCTS LIMITED,Tool kit organizer Handle Belt Missing.,THAR ROXX,1,Child part missing No Rivet Impression,,By Visually checking,N,210,209,1,0,0,0,N,N,Y,,2014133130.0
2025-04-03,1805AAA09401N,MARQUARDT INDIA PVT LTD.,Ignition switch blink continously,THAR ROXX,1,PKE ECU Found Defective,Part level ICA not possible,,N,0,0,3,0,0,0,N,N,Y,,2014133110.0
2025-04-03,1701AW500091N,LUMAX INDUSTRIES LIMITED,Head lamp DRL inoperative,THAR ROXX,1,Head Lamp Found Defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133047.0
2025-04-03,2401AW500811C,MSKH SEATING SYSTEMS INDIA,Not Clipped Air Bag Socket Below Driver Seat.,THAR ROXX,1,Partially Locked Air Bag Socket On Seat,,By Visually checking,N,87,86,0,0,1,0,N,N,Y,,2014133018.0
2025-04-05,1701AW500101N,LUMAX INDUSTRIES LIMITED,RH Head Lamp Wrong,THAR ROXX,1,Wrong  Bezel On Integrated Projected Headlamp.,,By Visually Checking,N,0,0,1,0,0,0,N,N,Y,,2014133240.0
2025-04-05,1805AW600361N,INTERFACE MICRO SYSTEMS,Flashing Error : No response from ECU.,THAR ROXX,1,MGM found defective.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133199.0
2025-04-07,1701AW500101N,LUMAX INDUSTRIES LIMITED,Head Lamp Found Inoperative,THAR ROXX,1,Head Lamp Found Inoperative,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133281.0
2025-04-08,0005DW500041N,INNOVA RUBBERS PRIVATE LIMITED,Traceability not possible.,THAR ROXX,1,Barcode Sticker Faint.,,Visually check,N,70,69,1,0,0,0,N,N,Y,,2014133248.0
2025-04-05,0102CW500420N,DG CORPORATION PRIVATE LIMITED,Fender Extension Bkt Cladding 8.5mm Hole Missing.,THAR ROXX,1,Fender Extension Bkt Cladding 8.5mm Hole Missing.,,ICA Started By Visual Checking.,N,230,229,0,0,1,0,N,N,Y,,2014133193.0
2025-04-07,2402AW500281B,MSKH SEATING SYSTEMS INDIA,Wrinkles on 60% seat.,THAR ROXX,1,Wrinkles on 60% seat.,,By Visually Checking,N,40,39,0,0,1,0,N,N,Y,,2014133198.0
2025-04-07,0101BW502520N,SANJYOT METAL INDUSTRIES,Part crack observed.,THAR ROXX,1,Part crack observed.,,100% Part Inspection.,N,0,0,0,0,0,0,N,N,Y,,
2025-04-07,0101BW502520N,SANJYOT METAL INDUSTRIES,Part crack observed.,THAR ROXX,1,Part crack observed.,,100% Part Inspection.,N,38,37,0,0,1,0,N,N,Y,,2014133223.0
2025-04-05,0117EW500011G,GOLDE PUNE AUTOMOTIVE INDIA,Pano Sunroof Sunshade Came Out,THAR ROXX,1,Pano Sunroof Sunshade Came Out,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133233.0
2025-04-05,1805AW500251N,NIPPON AUDIOTRONIX PRIVATE,Rear All camera inoperative,THAR ROXX,1,SVS Controller found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133293.0
2025-04-07,0111JW600061N,UNO MINDARIKA PVT LTD,Center lock Button Working Intermittent,THAR ROXX,1,Switch Found Defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133226.0
2025-04-07,0101BW502690N,MAHINDRA ACCELO LIMITED,Heavy wrinkle and panel fold observed At LH Front Corner,THAR ROXX,1,Heavy wrinkle and panel fold observed At LH Front Corner,,100% Part Inspection.,N,0,0,0,0,0,0,N,N,Y,,
2025-04-07,0101BW502690N,MAHINDRA ACCELO LIMITED,Heavy wrinkle and panel fold observed At LH Front Corner,THAR ROXX,1,Heavy wrinkle and panel fold observed At LH Front Corner,,100% Part Inspection.,N,0,0,0,0,0,0,N,N,Y,,
2025-04-07,0101BW502880N,JBM AUTO LIMITED,Wrong Bracket Welded Frt Seat Belt bkt Welded against Rear seat mtg brkt Of M10 nut,THAR ROXX,1,Wrong Bracket Welded Frt Seat Belt bkt Welded against Rear seat mtg Brkt Of M10 nut,,100% Part Inspection.,N,70,69,0,0,1,0,N,N,Y,,2014133169.0
2025-04-23,0101BW502690N,MAHINDRA ACCELO LIMITED,Heavy wrinkle and panel fold observed At LH Front Corner,THAR ROXX,1,Heavy wrinkle and panel fold observed At LH Front Corner,,100% Part Inspection.,N,110,98,12,0,0,0,N,N,Y,,2014133873.0
2025-04-07,2402AW500281C,MSKH SEATING SYSTEMS INDIA,PODS Symbol continues On in Cluster,THAR ROXX,1,Seat Found Defective.,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133174.0
2025-04-07,0101BW502690N,MAHINDRA ACCELO LIMITED,Heavy wrinkle and panel fold observed At LH Front Corner,THAR ROXX,1,Heavy wrinkle and panel fold observed At LH Front Corner,,100% Part Inspection.,N,0,0,0,0,0,0,N,N,Y,,
2025-04-08,0107BW500821N,GOLD SEAL SAARGUMMI INDIA,Moulding defect on Front RH Body Seal,THAR ROXX,1,Moulding defect on Front RH Body Seal,,By Visually Checking,N,300,299,1,0,0,0,N,N,Y,,2014133313.0
2025-04-10,0403ADG00231N,TENNECO AUTOMOTIVE INDIA,Oil leak from shock absorber.,THAR ROXX,1,Shock absorber found defective.,,By Visually Checking,N,288,287,1,0,0,0,N,Y,Y,,2014133321.0
2025-04-12,0304ABH00970N,ABHIJEET TECHNO PLAST(INDIA ),Fitment not Possible,THAR ROXX,1,Metal Bracket Missing.,,Visually Checking,N,200,199,1,0,0,0,N,N,Y,,2014133400.0
2025-04-11,0111CW500150N,ASAHI  INDIA GLASS  LTD,Bracket fitment loose,THAR ROXX,1,Bracket hole found oversize,,visually Checking,N,220,119,1,0,0,0,N,N,Y,,2014133383.0
2025-04-11,1805AW500251N,NIPPON AUDIOTRONIX PRIVATE,Rear All camera inoperative,THAR ROXX,1,SVS Controller found defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133293.0
2025-04-09,1901AW500011N,INTERFACE MICRO SYSTEMS,Wireless charger inoperative,THAR ROXX,1,WLC Found Defective,Part level ICA not possible,,N,0,0,2,0,0,0,N,N,Y,,2014122474.0
2025-04-13,2303CW504731B,SUN-N-SHADE SUNVISORS PRIVATE,Sunvisor vanity lamp Inoperative,THAR ROXX,1,Sunvisor found defective.,Part level ICA not possible,,N,0,0,2,0,0,0,N,N,Y,,2014133472.0
2025-04-15,2402AW500281C,MSKH SEATING SYSTEMS INDIA,Fittment not possible,THAR ROXX,1,Bkt found Damage,,Visually Checking,N,0,0,1,0,0,0,N,N,Y,,2014133550.0
2025-04-13,0101EW505540N,BILL INDUSTRIES,M6 Earthing stud broken.,THAR ROXX,1,M6 stud welding broken during fitment due to poor welding.,,ICA Started By Buckling Tool.,N,0,0,0,0,0,0,N,N,Y,,2014133496.0
2025-04-15,2402AW500281C,MSKH SEATING SYSTEMS INDIA,Seatbelt indication continously on,THAR ROXX,1,Seatbelt indication continously on,Part level ICA not possible,,N,0,0,5,0,0,0,N,N,Y,,2014133584.0
2025-04-21,0101BW503800N,PMEA SOLAR TECH SOLUTIONS,Bolt Getting Half Torque,THAR ROXX,1,Thread Found Not Ok,,Manually Checking,N,342,337,0,0,5,0,N,N,Y,,2014133713.0
2025-04-21,1702BAA01841N,UNO MINDA LIMITED,Sunshade Not Operating By switch,THAR ROXX,1,Sunshade Operating switch Defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133802.0
2025-04-22,1701AW500101N,LUMAX INDUSTRIES LIMITED,RH head lamp DRL Inoperative,THAR ROXX,1,Head Lamp found Defective,Part level ICA not possible,,N,0,0,1,0,0,0,N,N,Y,,2014133281.0
