Concern Report Date,Part No,Vendor Name,Concern Description,Vehicle Model,Qty. Reported,Initial Analysis & Reason for Attributio,Reason for ICA Not Possible,ICA Details at M&M,ICA Failure,Segregation Qty,OK Qty,Rejection(BLock)Qty (344 and 350 Mvt),Scarp Qty(951 and 551 Mvt),Rework Qty,Deviation Qty,Line Loss,Yard Hold,ESQA Entry Required,Justification for ESQA Not Required,ESQA Number
2024-10-08,2401AW500701A,MSKH SEATING SYSTEMS INDIA (P) LTD,12 Pole Single Connector Locking Not Possible,THAR ROXX,1,Connector Locking Clip Under size,,ICA started by visually checking,N,0,0,1,0,0,0,N,N,Y,,2014127347.0
2024-10-08,2301BW500071D,Minda Corporation Limited,AC Vent Knob Not Fully Open,THAR ROXX,1,AC Vent Knob Not Fully Open,,ICA started by Manually checking,N,200,0,0,0,1,0,N,N,Y,,2014125312.0
2024-10-08,0101BW501110N,BILL INDUSTRIES,M6 Nut Thread Not Ok. TPG Go Guage Not Passing.,THAR ROXX,1,M6 Nut Thread Not Ok. TPG Go Guage Not Passing.,,100% Part Inspection.,N,216,213,0,0,3,0,N,N,Y,,2014127376.0
2024-10-09,0101EW505540N,BILL INDUSTRIES,M6 Earthing stud broken,THAR ROXX,1,M6 Earthing stud broken,,100% Part Inspection.,N,600,599,0,0,1,0,N,N,Y,,2014127319.0
2024-10-10,1801AW501070N,Motherson Sumi Wiring India Limited,TCU Lamp Continuous On Cluster,THAR ROXX,1,TCU Lamp Continuous On Cluster,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014127356.0
2024-10-08,0102AW502520N,SHREE SHYAM PROCESSORS PVT LTD,M8 Nut  Thread not ok. TPG Go gauge Not Passing.,THAR ROXX,1,M8 Nut  Thread not ok. TPG Go gauge Not Passing.,,100% Part Inspection.,N,50,49,0,0,1,0,N,N,Y,,2014127389.0
2024-10-09,0101EW501080N,TRACK COMPONENTS LTD,M6 Earthing stud broken.,THAR ROXX,1,M6 Earthing stud broken.,,100% Part Inspection.,N,50,49,0,0,1,0,N,N,Y,,2014127392.0
2024-10-10,0101EW504250N,ANANDJI HARIDAS & CO. PVT LTD,Major Dried Oil Marks On Part.,THAR ROXX,1,Major Dried Oil Marks On Part.,,100% Part Inspection.,N,372,367,0,0,5,0,N,N,Y,,2014127403.0
2024-10-11,0401BBB02770N,SHARDA MOTOR INDUSTRIES LTD,UCA Fitment Not Possible,THAR ROXX,1,UCA Bush Came Out,,ICA started by Checking  manually,N,150,149,1,0,0,0,N,N,Y,,2014127464.0
2024-10-14,2401AW500691A,MSKH SEATING SYSTEMS INDIA (P) LTD,Head Rest Stuck,THAR ROXX,1,Head Rest Stuck,,ICA started by Manually Checking.,N,50,49,1,0,0,0,N,N,Y,,2014127481.0
2024-10-14,2401AW500821A,MSKH SEATING SYSTEMS INDIA (P) LTD,Recliner Innoperative,THAR ROXX,1,Recliner Innoperative,,ICA started by Manually checking,N,50,49,1,0,0,0,N,N,Y,,2014126804.0
2024-10-13,0602AAA00251N,ARVIND ENGINEERING WORKS LTD,Hand Brake Knob Slip.,THAR ROXX,1,Parking Lever Not Engaged.Lever Not Engaged While Button Press,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014127463.0
2024-10-15,0101EW504880N,P.M. ELECTRO AUTO PVT. LTD.,Roof Speaker Bracket Fitment not possible,THAR ROXX,1,Slot found missing on bracket.,,ICA started by visual checking,N,650,649,1,0,0,0,N,N,Y,,2014127494.0
2024-10-13,0702AAJ00221N,TATA TOYO RADIATOR LTD,Cooler Transmission Fitment Not Possible.,THAR ROXX,1,Connection pipe bend .,,ICA started by visual checking.,N,140,74,66,0,0,0,N,N,Y,,2014127469.0
2024-10-10,0201ABM05420N,ALF ENGINEERING PVT LTD,Wrong Sticker Pasted on Chassis,THAR ROXX,1,MT Barcode Sticker Pasted On AT Chassis,,ICA started by visual checking,N,80,79,1,0,0,0,N,N,Y,,2014127514.0
2024-10-14,0903AAB03701N,Faurecia Emission Control Technolog,Nox Sensor fitment not possible,THAR ROXX,1,Spatter Found on Mounting stud.,,ICA started by visual checking.,N,40,39,1,0,0,0,N,N,Y,,2014127513.0
2024-10-16,1701BAA01191N,LUMAX INDUSTRIES LTD,Traceability Not Possible,THAR ROXX,1,Wrong Sticker pasted,,ICA Started By Visual Checking.,N,160,159,1,0,0,0,N,N,Y,,2014127532.0
2024-10-14,0304CBH01100N,KOKOKU INTECH INDIA PRIVATE LIMITED,Hose pipe fitment Not Possible.,THAR ROXX,1,Identification White Match Marking Missing,,ICA Started By Visually Checking.,N,150,149,1,0,0,0,N,N,Y,,2014127533.0
2024-10-15,2302AW501810T,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Lock - Unlock sticker missing on grill.,THAR ROXX,1,Lock - Unlock sticker missing on grill.,,ICA started by visual checking.,N,40,39,1,0,0,0,N,N,Y,,2014127302.0
2024-10-16,0101EW505470N,DG CORPORATION PVT. LTD,M6 Nut Thread Not Ok  TPG Go not pass,THAR ROXX,1,M6 Nut Thread Not Ok  TPG Go not pass,,100% Part Inspection.,N,100,98,0,0,2,0,N,N,Y,,2014127622.0
2024-10-15,2302AW501810T,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Front Grill Paint uncover,THAR ROXX,1,Front Grill Paint uncover,,ICA Started By Visual Checking.,N,40,38,2,0,0,0,N,N,Y,,2014124283.0
2024-10-17,2502AW500030N,TRIKAYA COATINGS PVT.LTD.,LH Airbag ramp fitment not possible,THAR ROXX,1,Punch hole missing on bracket,,ICA started by visual checking.,N,450,449,1,0,0,0,N,N,Y,,2014127557.0
2024-10-17,0005BW500121N,INNOVA RUBBERS PVT LTD,Bolt Insertion Not Possible in  Damper Hole,THAR ROXX,1,Bush Hole Undersize,,ICA Started Checking Mannualy,N,350,349,1,0,0,0,N,N,Y,,2014127624.0
2024-10-17,2303CS203361N,UNO MINDA LIMITED,Sunroof switch inoperative,THAR ROXX,1,Sunroof switch inoperative,,Part level ICA Not possible,N,0,0,1,0,0,0,N,N,Y,,2014127661.0
2024-10-18,0117EW500050N,MEENA ELASTOMER PVT. LTD.,RR RH Drain hose pipe fitment not possible.,THAR ROXX,1,Excess Tube Insertion In Rubber Gromet,,ICA started by visual checking.,N,300,295,5,0,0,0,N,N,Y,,2014127695.0
2024-10-18,0117EW500011N,GOLDE PUNE AUTOMOTIVE INDIA PRIVATE,Panoromic Sunroof Inner Seal Missing,THAR ROXX,1,Panoromic Sunroof Inner Seal Missing,,ICA Started By Checking Visually,N,0,0,1,0,0,0,N,N,Y,,2014127669.0
2024-10-17,0101EW501180N,P.M. ELECTRO AUTO PVT. LTD.,M8 Nut Threading Not Ok.,THAR ROXX,1,M8 Nut Threading Not Ok. Bolt & TPG Go Gauge not pass.,,100% Part Inspection.,N,200,199,0,0,1,0,N,N,Y,,2014127791.0
2024-10-21,0101EW505460N,DG CORPORATION PVT. LTD,One M6 Stud Missing.,THAR ROXX,1,One M6 Stud Missing.,,100% Part Inspection.,N,500,499,0,0,1,0,N,N,Y,,2014127763.0
2024-10-17,0102CW500270N,P.M. ELECTRO AUTO PVT. LTD.,M6 Nut Thread Not Ok,THAR ROXX,1,M6 Nut Thread Not Ok  TPG NoGo Gauge pass .,,100% Part Inspection.,N,200,199,0,0,1,0,N,N,Y,,2014127803.0
2024-10-17,1805AW500061N,Veoneer safety systems India Privat,Airbag lamp continuous ON after 7km,THAR ROXX,1,DTC ERROR: SRS ECU internal error .,Defect Observed On Vehicle Level,,N,0,0,2,0,0,0,N,N,Y,,2014127657.0
2024-10-17,0201ABH03270N,SKH M India Private Limited,Hydra mount fitment not possible,THAR ROXX,1,Welded Nut found offset.,,ICA started by Manually checking,N,80,79,0,0,1,0,N,N,Y,,2014127722.0
2024-10-18,2401AW500741A,MSKH SEATING SYSTEMS INDIA (P) LTD,Seat Not Able To Fold Single Time Knob Operating.,THAR ROXX,1,Seat Not Able To Fold Single Time Knob Operating.,,ICA started by Manual checking,N,40,39,1,0,0,0,N,N,Y,,2014127723.0
2024-10-18,0117EW500060N,MEENA ELASTOMER PVT. LTD.,RR LH Drain hose pipe fitment not possible.,THAR ROXX,1,Excess Tube Insertion In Rubber Grommet,,ICA started by visual checking.,N,300,269,31,0,0,0,N,N,Y,,2014127667.0
2024-10-18,2401AW500691A,MSKH SEATING SYSTEMS INDIA (P) LTD,Driver seat Height adjuster knob loose and inoperative,THAR ROXX,1,Excess play in driver seat height adjuster knob,Defect Observed On vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014127683.0
2024-10-19,0101EW503960N,MAHINDRA CIE AUTOMOTIVE LTD.,Bulk Head Plr A Mid LH Brkt Taper Welded. Causing Nut Mismatch After Assembly.,THAR ROXX,1,Bulk Head Plr A Mid LH Brkt Taper Welded. Causing Nut Mismatch After Assembly.,,100% Part Inspection.,N,60,59,1,0,0,0,N,N,Y,,2014127696.0
2024-10-19,0111AW500080N,ASAHI INDIA GLASS LTD,Bubble Trapped in PVB film inside front windshield glass at RH top side,THAR ROXX,1,Bubble Trapped in PVB film inside front windshield glass at RH top side,,ICA started by visually checking,N,150,149,1,0,0,0,N,N,Y,,2014127753.0
2024-10-17,0103CW500200N,P.M. ELECTRO AUTO PVT. LTD.,M8 Nut Threading Not Ok.,THAR ROXX,1,M8 Nut Threading Not Ok. TPG Go Gauge and Bolt not pass.,,100% Part Inspection.,N,450,449,0,0,1,0,N,N,Y,,2014127783.0
2024-10-19,2302BW500870A,PLASTIC OMNIUM AUTO EXTERIORS (INDI,LH RPAS continuous ON,THAR ROXX,1,RPAS sensor Mounting Bracket Weld Shifted on Rear Bumper,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014127729.0
2024-10-19,0101EW506250N,TRIKAYA COATINGS PVT.LTD.,Amplifier mtg one M6 Stud missing.,THAR ROXX,1,Amplifier mtg one M6 Stud missing.,,100% Part Inspection.,N,200,198,0,0,2,0,N,N,Y,,2014127750.0
2024-10-21,1701AW500101N,LUMAX INDUSTRIES LIMITED,Dull Illumination On RH Head Lamp DRL,THAR ROXX,1,Dull Illumination On RH Head Lamp DRL,,ICA started by Testing JIG,N,60,59,1,0,0,0,N,N,Y,,2014125622.0
2024-10-21,1701AW500091N,LUMAX INDUSTRIES LIMITED,Shade Variation Between Head Lamp DRL RH To LH,THAR ROXX,1,Shade Variation Between Head Lamp DRL RH To LH,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014126890.0
2024-10-21,1801AW502460N,Motherson Sumi Wiring India Limited,OBD lamp continuous ON,THAR ROXX,1,ECU connection pin mouth found in open condition,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014127779.0
2024-10-19,2301DW502090N,TRACK COMPONENTS LTD,Extra Bracket Mounting On CCB LH Side.,THAR ROXX,1,Extra Bracket Mounting On CCB LH Side.,,ICA Started by Visual Cheking.,N,40,39,1,0,0,0,N,N,Y,,2014127749.0
2024-10-19,1312AW500020N,Nippon Audiotronix pvt ltd,Rear view camera not working.,THAR ROXX,1,Camera Found Defective,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014127754.0
2024-10-22,1703AW500091N,UNO MINDA LIMITED,Foreign particles inside Tail Lamp,THAR ROXX,1,Foreign particles inside Tail Lamp,,ICA started by visual checking.,N,150,148,2,0,0,0,N,N,Y,,2014124912.0
2024-10-19,1805AW500251N,Nippon Audiotronix pvt ltd,All camera inoperative,THAR ROXX,1,SVS Controller found defective,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014127738.0
2024-10-22,1701CW500021N,LUMAX INDUSTRIES LTD,Traceability not possible,THAR ROXX,1,"Barcode format observed wrong, space observed in the starting of part No.",,ICA started by checking with scanner.,N,120,119,1,0,0,0,N,N,Y,,2014127819.0
2024-10-22,1701AW500091N,LUMAX INDUSTRIES LIMITED,LH Side Headlamp Inoperative,THAR ROXX,1,LH Side Headlamp Inoperative,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014127861.0
2024-10-23,0304CBH01250N,KOKOKU INTECH INDIA PRIVATE LIMITED,Hose pipe fitment Not Possible.,THAR ROXX,1,Found Excess Length.,,ICA Started By Visually Checking.,Y,300,298,2,0,0,0,N,N,Y,,2014127824.0
2024-10-21,0101EW503260N,SANJYOT METAL INDUSTRIES,Tucker 01 Stud Broken Obsd.,THAR ROXX,1,Tucker 01 Stud Broken Obsd. Due To Poor Welding.,,100% Part Inspection.,N,56,52,0,0,4,0,N,N,Y,,2014127880.0
2024-10-21,0101EW503270N,SANJYOT METAL INDUSTRIES,Tucker  01 Stud Broken Obsd. Due To Poor Welding.,THAR ROXX,1,Tucker  01 Stud Broken Obsd. Due To Poor Welding.,,100% Part Inspection.,N,56,52,0,0,4,0,N,N,Y,,2014127826.0
2024-10-24,0101EW503960N,MAHINDRA CIE AUTOMOTIVE LTD.,No Go Gauge Passing In Fender Mtg & Plate Mtg M6 Nut.,THAR ROXX,1,No Go Gauge Passing In Fender Mtg & Plate Mtg M6 Nut.,,100% Part Inspection.,N,0,0,1,0,0,0,N,N,Y,,2014127837.0
2024-10-22,0107BW500621N,GOLDSEAL-SAARGUMMI INDIA PVT. LTD.,RH RR door seal fitment not possible,THAR ROXX,1,Mouting clip found with mounding defect.,,ICA started by visual checking.,N,120,119,1,0,0,0,N,N,Y,,2014127885.0
2024-10-24,2402AW500281A,MSKH SEATING SYSTEMS INDIA (P) LTD,Paint Peel Off Found On Seat,THAR ROXX,1,Paint Peel Off Found On Seat,,ICA started by visual checking.,N,60,59,1,0,0,0,N,N,Y,,2014127952.0
2024-10-21,0101BW502350N,SANJYOT METAL INDUSTRIES,One M6 Earthing stud  missing Obsd.,THAR ROXX,1,One M6 Earthing stud  missing Obsd.,,100% Part Inspection.,N,70,69,0,0,1,0,N,N,Y,,2014127941.0
2024-10-23,2402AW500281A,MSKH SEATING SYSTEMS INDIA (P) LTD,Wrinkles On Head Rest,THAR ROXX,1,Wrinkles On Head Rest.,,ICA started by visually checking,N,0,0,1,0,0,0,N,N,Y,,2014127917.0
2024-10-26,2401AW500811A,MSKH SEATING SYSTEMS INDIA (P) LTD,Cusion Noise From Seat While Recline,THAR ROXX,1,Cusion Noise From Seat While Recline,Defect Observed On Vehicle Level Only,,N,0,0,1,0,0,0,N,N,Y,,2014127961.0
2024-10-25,0502AAA13670N,AUTO MECH,Oil Seepage from front Axle CV joint,THAR ROXX,1,Oil Seepage from front Axle CV joint,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,N,For Analysis,
2024-10-22,2402AW500281A,MSKH SEATING SYSTEMS INDIA (P) LTD,40% seat torn near ISO FIX Bracket,THAR ROXX,1,40% seat torn near ISO FIX Bracket,,ICA started by visually checking,N,0,0,1,0,0,0,N,N,Y,,2014127943.0
2024-10-26,2301AW503140N,IAC INTERNATIONAL AUTOMOTIVE INDIA,Poor Appearance on IP Cover,THAR ROXX,1,Stiches Open,,ICA Started By Visually Checking,N,70,69,1,0,0,0,N,N,Y,,2014126102.0
2024-10-26,0103AW502880N,TECHNICO INDUSTRIES LIMITED,Door Hinge Post Bush End Stopper Area Profile Not Ok.,THAR ROXX,1,Door Hinge Post Bush End Stopper Area Profile Not Ok. Bulging Obsd On Corner End Causing Poor Appearance after Painting.,,100% Part Inspection.,N,700,698,0,0,2,0,N,N,Y,,2014128031.0
2024-10-25,2301DW502090N,TRACK COMPONENTS LTD,OBD Bracket Nut Missing,THAR ROXX,1,OBD Bracket Nut Missing,,ICA Started by Visual Checking.,N,60,59,1,0,0,0,N,N,Y,,2014127939.0
2024-10-16,0101EW503680N,ALF ENGINEERING PVT LTD,M6 Nut Thread Not Ok.,THAR ROXX,1,M6 Nut Thread Not Ok. TPG Go Gauge Not Passing.,,100% Part Inspection.,N,80,79,0,0,1,0,N,N,Y,,2014127957.0
2024-10-29,0102AW501730N,P.M. ELECTRO AUTO PVT. LTD.,Dash Brkt Stud length Excess. Req 25.00mm. Obsd 35.00mm,THAR ROXX,1,Dash Brkt Stud length Excess. Req 25.00mm. Obsd 35.00mm,,100% Part Inspection.,N,850,849,0,0,1,0,N,N,Y,,2014128023.0
2024-10-28,0101EW503620N,SANJYOT METAL INDUSTRIES,Dovetail Reinf Bkt M8 Nut Threading Not ok. Bolt/TPG Not Passing.,THAR ROXX,1,Dovetail Reinf Bkt M8 Nut Threading Not ok. Bolt/TPG Not Passing.,,100% Part Inspection.,N,192,191,0,0,1,0,N,N,Y,,2014128022.0
2024-10-30,1703AW500081N,UNO MINDA LIMITED,Foreign Particle Inside Tail lamp,THAR ROXX,1,Foreign Particle Inside Tail lamp,,ICA started by visual checking.,N,360,359,1,0,0,0,N,N,Y,,2014124638.0
2024-10-26,0103AW502840N,TECHNICO INDUSTRIES LIMITED,"Hinge Assy Wrong, Rear Door side leaf MTG fited on Front door side.",THAR ROXX,1,"Hinge Assy Wrong, Rear Door side leaf MTG fited on Front door side.",,100% Part Inspection.,N,900,899,1,0,0,0,N,N,Y,,2014127995.0
2024-10-29,0101EW505270N,DG CORPORATION PVT. LTD,One M6 Nut missing.,THAR ROXX,1,One M6 Nut missing.,,100% Part Inspection.,N,1000,999,0,0,1,0,N,N,Y,,2014128040.0
2024-10-26,0102CW500410N,DG CORPORATION PVT. LTD,Fender Extension Bkt Cladding 8.5mm  Hole Missing.,THAR ROXX,1,Fender Extension Bkt Cladding 8.5mm  Hole Missing.,,100% Part Inspection.,N,600,599,0,0,1,0,N,N,Y,,2014128080.0
2024-10-29,2303BW501261E,Varroc Polymers Ltd,Wrong Bezzal Name Plate Assembled on trim pad.,THAR ROXX,1,Wrong Bezzal Name Plate Assembled on trim pad.,,ICA Started By Checking Visually.,N,150,149,1,0,0,0,N,N,Y,,2014128072.0
2024-10-31,0101EW506250N,TRIKAYA COATINGS PVT.LTD.,Amplifier Mtg M6 Stud missing,THAR ROXX,1,Amplifier Mtg M6 Stud missing,,100% Part Inspection.,N,350,349,0,0,1,0,N,N,Y,,2014127750.0
2024-11-04,2401AW500811A,MSKH SEATING SYSTEMS INDIA (P) LTD,PODS not working,THAR ROXX,1,PODS not working,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014128056.0
2024-11-04,0401EBB01491N,NHK SPRING INDIA LTD,Stab Bar fitment not possible,THAR ROXX,1,"Barcode Sticker Wrong. FRT barcode sticker found on RR stab bar,",,ICA started by visual checking.,N,250,249,1,0,0,0,N,N,Y,,2014128130.0
2024-11-04,2402AW500281A,MSKH SEATING SYSTEMS INDIA (P) LTD,Wire routing Clipping not Lock,THAR ROXX,1,Wire routing Clipping not Lock,,ICA started by Manually checking.,N,60,59,1,0,0,0,N,N,Y,,2014128049.0
2024-11-04,2402AW500281A,MSKH SEATING SYSTEMS INDIA (P) LTD,Wrinkle on Seat,THAR ROXX,1,Wrinkle on Seat,,ICA started by visually checking,N,60,59,1,0,0,0,N,N,Y,,2014126311.0
2024-11-04,2401AW500701A,MSKH SEATING SYSTEMS INDIA (P) LTD,Seat head rest Cushion poor appearance,THAR ROXX,1,Wrinkle On Head Rest,,ICA started by visual checking.,N,60,58,2,0,0,0,N,N,Y,,2014128132.0
2024-11-04,0103CW500160N,BILL INDUSTRIES,TPG No Go Gauge Passing In M6 Nut.,THAR ROXX,1,TPG No Go Gauge Passing In M6 Nut.,,100% Part Inspection.,N,170,156,14,0,0,0,N,N,Y,,2014128089.0
2024-11-04,2302AW502080J,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Shade variation.,THAR ROXX,1,Shade variation.,,ICA Started By Visual Checking.,N,50,48,2,0,0,0,N,N,Y,,2014128125.0
2024-11-04,2402AW500281A,MSKH SEATING SYSTEMS INDIA (P) LTD,Paint Peel Off Found On Seat,THAR ROXX,1,Paint Peel Off Found On Seat,,ICA started by visual checking.,N,60,59,1,0,0,0,N,N,Y,,2014127952.0
2024-11-04,2302AW501810J,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Front Grill Paint uncover,THAR ROXX,1,Front Grill Paint uncover,,ICA Started By Visual Checking.,N,0,0,0,0,0,0,N,N,Y,,
2024-11-04,2302AW501810J,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Front Grill Paint uncover,THAR ROXX,1,Front Grill Paint uncover,,ICA Started By Visual Checking.,N,50,48,2,0,0,0,N,N,Y,,2014128114.0
2024-11-06,0101EW503110N,JBM AUTO LIMITED,Sun Roof Brkt Mid LH  Missing Obsd.,THAR ROXX,1,Sun Roof Brkt Mid LH  Missing Obsd.,,100% Part Inspection.,N,144,143,0,0,1,0,N,N,Y,,2014128204.0
2024-11-05,1703AW500091N,UNO MINDA LIMITED,Foreign particles inside Tail Lamp,THAR ROXX,1,Foreign particles inside Tail Lamp,,ICA started by visual checking.,N,60,59,1,0,0,0,N,N,Y,,2014124912.0
2024-11-06,1703AW500091N,UNO MINDA LIMITED,Tail Lamp Not Lock Properly,THAR ROXX,1,Welding Not Properly.,,ICA started by visual checking.,N,160,159,1,0,0,0,N,N,Y,,2014128173.0
2024-11-07,1203EW500221N,SUBROS LIMITED,Nitrogen test failed,THAR ROXX,1,Nitrogen test failed-Brazing not done properly.,,ICA Started by visual checking,N,440,439,1,0,0,0,N,N,Y,,2014126644.0
2024-11-08,0201ABM02780N,ALF ENGINEERING PVT LTD,Brake Bundy Tube Clipping Not Done,THAR ROXX,1,Chasis Long Member 6 Hole Missing,,ICA started by visual checking,N,68,67,0,0,1,0,N,N,Y,,2014128186.0
2024-11-04,0103AW502000N,Kay Jay Forgings Private Limited,Excess gap obsd between Bush and End cap. Req 1.5mm Obsd 2.1mm.,THAR ROXX,1,Excess gap obsd between Bush and End cap. Req 1.5mm Obsd 2.1mm.,,100% Part Inspection.,N,900,899,0,0,1,0,N,N,Y,,2014128159.0
2024-11-07,0101BW504440N,DG CORPORATION PVT. LTD,M8 Nut Threading Not Ok. M8 TPG NOGO Gauge Passing.,THAR ROXX,1,M8 Nut Threading Not Ok. M8 TPG NOGO Gauge Passing.,,100% Part Inspection.,N,0,0,2,0,0,0,N,N,Y,,2014128215.0
2024-11-07,2401AW500811A,MSKH SEATING SYSTEMS INDIA (P) LTD,Seat Fitment Not Possible.,THAR ROXX,1,Wrong sticker Pasted On Part. Co Driver Seat Sticker Pasted Instead Of  Driver Seat.,,ICA Started By Visual Checking.,N,60,59,1,0,0,0,N,N,Y,,2014128184.0
2024-11-08,2401AW500641A,MSKH SEATING SYSTEMS INDIA (P) LTD,Seat recliner lever inoperative,THAR ROXX,1,Recliner lever clip stuck in seat causing lever movement not possible.,,ICA Started By Visually Checking,N,60,59,1,0,0,0,N,N,Y,,2014128231.0
2024-11-08,2401AW500811A,MSKH SEATING SYSTEMS INDIA (P) LTD,Cushion Noise From Seat While Recline,THAR ROXX,1,Cushion Noise From Seat While Recline,Defect Observed on Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014127961.0
2024-11-08,2402AW500281A,MSKH SEATING SYSTEMS INDIA (P) LTD,Stain Mark Found on seat,THAR ROXX,1,Stain Mark Found on seat,,ICA Started by visual checking,N,117,112,5,0,0,0,N,N,Y,,2014128196.0
2024-11-08,2401AW500811A,MSKH SEATING SYSTEMS INDIA (P) LTD,Power adjuster switch bank dislocated from its position,THAR ROXX,1,Seat found defective.,,ICA Started By Visual Checking.,N,40,39,1,0,0,0,N,N,Y,,2014128233.0
2024-11-11,1701AW500091N,LUMAX INDUSTRIES LIMITED,LH head lamp DRL inoperative,THAR ROXX,1,LH head lamp DRL inoperative,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014126322.0
2024-11-08,1312BW500061N,SENSORTEC INNOVATION INDIA PRIVATE,FPAS Sensor inoperative,THAR ROXX,1,Sensor found defective,Defect Observed On Vehicle Level,,N,0,0,6,0,0,0,N,N,Y,,2014126552.0
2024-11-09,0103AW502610N,BILL INDUSTRIES,Square Slot Missing.,THAR ROXX,1,Square Slot Missing.,,100% Part Inspection.,N,573,568,0,0,5,0,N,N,Y,,2014128315.0
2024-11-12,0101EW503110N,JBM AUTO LIMITED,Sun Roof Brkt Mid LH  Missing Obsd.,THAR ROXX,1,Sun Roof Brkt Mid LH  Missing Obsd.,,100% Part Inspection.,N,204,203,0,0,1,0,N,N,Y,,2014128204.0
2024-11-08,2303CW504091N,GRUPO ANTOLIN INDIA PVT LTD,Grab Handle Wrong,THAR ROXX,1,Grab Handle Wrong,,ICA Stareted By Checking Visually.,N,40,39,1,0,0,0,N,N,Y,,2014128321.0
2024-11-12,0101BW504420N,JBM AUTO LIMITED,Flange Forming Operation Missing On Spoting Flange.,THAR ROXX,1,Flange Forming Operation Missing On Spoting Flange.,,100% Part Inspection.,N,0,0,1,0,0,0,N,N,Y,,2014128378.0
2024-11-12,0101BW504640N,BILL INDUSTRIES,Nox Sensor Mtg Bracket Position Shift Causing Fitment Issue On Fixture.,THAR ROXX,1,Nox Sensor Mtg Bracket Position Shift Causing Fitment Issue On Fixture.,,100% Part Inspection.,N,0,0,62,0,0,0,N,N,Y,,2014128392.0
2024-11-09,1702BW600601N,UNO MINDA LIMITED,Sunroof switch Inoperative,THAR ROXX,1,OHC Found Defective.,Defect Observed On Vehicle Level,,N,0,0,2,0,0,0,N,N,Y,,2014122167.0
2024-11-09,2301DW502090N,TRACK COMPONENTS LTD,Extra Bracket Mounting On CCB LH Side.,THAR ROXX,1,Extra Bracket Mounting On CCB LH Side.,,ICA Started by Visual Checking.,N,60,59,1,0,0,0,N,N,Y,,2014127749.0
2024-11-12,0802BAA14880N,MOONLIGHT AUTO PVT LTD.,Vehicle Start-Stop switch inoperative,THAR ROXX,1,Pedal Found Defective,,ICA Started By Using Spacer,N,373,351,22,0,0,0,N,N,Y,,2014128428.0
2024-11-14,1701AW500091N,LUMAX INDUSTRIES LIMITED,"DTC Error Coming ''HLCU Mode Absent""",THAR ROXX,1,Head Lamp Found Defective,Defect Observed On Vehicle Level,,N,0,0,1,0,0,0,N,N,Y,,2014128492.0
2024-11-11,2302FW500011N,INGRESS AUTOVENTURES (INDIA) PVT LT,RH roof ditch pop up at front side,THAR ROXX,1,RH Roof Ditch Pop Up at Front side,Defect Observed On Vehicle Level,,N,0,0,18,0,0,0,N,N,Y,,2014128319.0
2024-11-12,2302AW500890N,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Bolt Thread missing RH Side.,THAR ROXX,1,Bolt Thread missing RH Side.,,ICA Started By Checking Visually.,N,40,39,1,0,0,0,N,N,Y,,2014128386.0
2024-11-13,0802BAA14880N,MOONLIGHT AUTO PVT LTD.,Excess Effort in clutch pedal,THAR ROXX,1,Shank bracket welding found not ok,,ICA Started By Checking Visually.,N,400,396,4,0,0,0,N,N,Y,,2014128429.0
2024-11-12,2302AW501810X,PLASTIC OMNIUM AUTO EXTERIORS (INDI,Front Grill Paint uncover,THAR ROXX,1,Front Grill Paint uncover.,,ICA Started By Visual Checking.,N,0,0,1,0,0,0,N,N,Y,,2014124285.0
2024-11-14,2402AW500281A,MSKH SEATING SYSTEMS INDIA (P) LTD,Wrinkle On 40% Seat,THAR ROXX,1,Wrinkle On 40% Seat,,ICA Started by visual checking,N,60,58,2,0,0,0,N,N,Y,,2014126311.0
2024-11-13,2302EW500310N,SATISH INJECTO-PLAST,AIR EXRACTOR COVER fitment not possible.,THAR ROXX,1,Net found missing on part.,,ICA Started By Checking Visually,N,0,0,5,0,0,0,N,N,Y,,2014128455.0
2024-11-12,0117EW500050N,MEENA ELASTOMER PVT. LTD.,RR RH Drain hose pipe fitment not possible.,THAR ROXX,1,"Grommet orientation wrong,",,ICA started by visual checking.,N,290,289,1,0,0,0,N,N,Y,,2014128460.0
