TDATE,BOMPARTNO,VINNumber,ScanValue
2024-12-07,2401AW500821A,MA1UN2JW7R2M30977,021:2401AW500821A:DM203B:071224:3:SIN-071224-137988NSK01
2024-12-07,2401AW500811A,MA1UN2JW7R2M30977,020:2401AW500811A:DM203B:071224:3:SIN-061224-137961NSK01
2024-12-07,2301AW503170N,MA1UN2YY2R2M31015, 019:2301AW503170N:DI061A:031224:01:000
2024-12-07,2301AW502190N,MA1UN2YY2R2M31015, 311:2301AW502190N:DI061A:041224:01:200
2024-12-07,1501BAA05451N,MA1UN2YY2R2M31015,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0132
2024-12-07,2301AW502250N,MA1UN2KY7R2M31017, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,2301AW502190N,MA1UN2KY7R2M31017, 311:2301AW502190N:DI061A:041224:02:206
2024-12-07,1501BAA05331N,MA1UN2KY7R2M31017,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0231
2024-12-07,2301AW502180N,MA1UN2JV2R2M31018, 019:2301AW502180N:DI061A:061224:01:000
2024-12-07,2301AW502200N,MA1UN2JV2R2M31018, 311:2301AW502200N:DI061A:021224:02:000
2024-12-07,1501AAA00851N,MA1UN2JV2R2M31018,000:1501AAA00851N:DD013IA:151124:03:000000P2:005:0022
2024-12-07,2401AW500811A,MA1UN2YY2R2M30987,020:2401AW500811A:DM203B:061224:2:SIN-061224-137914NSK01
2024-12-07,1501BAA05331N,MA1UN4KY7R2M31020,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0220
2024-12-07,2301AW503160N,MA1UN4KY7R2M31020, 019:2301AW503160N:DI061A:051224:02:000
2024-12-07,2301AW502190N,MA1UN4KY7R2M31020, 311:2301AW502190N:DI061A:041224:01:121
2024-12-07,2402AW500281A,MA1UN2YY2R2M30987,022:2402AW500281A:DM203B:061224:03:SIN-061224-920847NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M30987,021:2401AW500821A:DM203B:061224:2:SIN-061224-137915NSK01
2024-12-07,2301AW502250N,MA1UN2YY2R2M31021, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,2301AW502190N,MA1UN2YY2R2M31021, 311:2301AW502190N:DI061A:041224:01:117
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31021,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0220
2024-12-07,2402AW500281A,MA1UN2JW7R2M30974,022:2402AW500281A:DM203B:061224:02:SIN-061224-925922NSK01
2024-12-07,2401AW500821A,MA1UN2JW7R2M30974,021:2401AW500821A:DM203B:061224:2:SIN-061224-137919NSK01
2024-12-07,2401AW500811A,MA1UN2JW7R2M30974,020:2401AW500811A:DM203B:061224:2:SIN-061224-137921NSK01
2024-12-07,2301AW502250N,MA1UN2YY2R2M31023, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,2301AW502190N,MA1UN2YY2R2M31023, 311:2301AW502190N:DI061A:041224:01:116
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31023,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0221
2024-12-07,2301AW502250N,MA1UN2KY7R2M31024, 019:2301AW502250N:DI061A:191124:02:000
2024-12-07,2301AW502190N,MA1UN2KY7R2M31024, 311:2301AW502190N:DI061A:041224:01:122
2024-12-07,1501BAA05331N,MA1UN2KY7R2M31024,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0223
2024-12-07,2402AW500241A,MA1UN2YY2R2M30855,022:2402AW500241A:DM203B:011224:01:SIN-011224-897703NSK01
2024-12-07,2401AW500631A,MA1UN2YY2R2M30855,021:2401AW500631A:DM203B:031224:2:SIN-031224-135295NSK01
2024-12-07,2401AW500611A,MA1UN2YY2R2M30855,020:2401AW500611A:DM203B:031224:2:SIN-031224-135288NSK01
2024-12-07,2401AW500811A,MA1UN4KY7R2M30990,020:2401AW500811A:DM203B:061224:2:SIN-061224-137940NSK01
2024-12-07,2402AW500281A,MA1UN4KY7R2M30990,022:2402AW500281A:DM203B:061224:02:SIN-061224-925629NSK01
2024-12-07,2401AW500821A,MA1UN4KY7R2M30990,021:2401AW500821A:DM203B:071224:3:SIN-061224-137654NSK01
2024-12-07,2301AW503160N,MA1UN4KY7R2M31031, 019:2301AW503160N:DI061A:051224:02:000
2024-12-07,2301AW502190N,MA1UN4KY7R2M31031, 311:2301AW502190N:DI061A:041224:01:119
2024-12-07,1501BAA05331N,MA1UN4KY7R2M31031,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0254
2024-12-07,1501BAA05331N,MA1UN4KY7R2M31034,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0237
2024-12-07,2301AW503160N,MA1UN4KY7R2M31034, 019:2301AW503160N:DI061A:051224:02:000
2024-12-07,2301AW502190N,MA1UN4KY7R2M31034, 311:2301AW502190N:DI061A:041224:01:118
2024-12-07,2402AW500281A,MA1UN4KY7R2M30993,022:2402AW500281A:DM203B:061224:02:SIN-061224-924632NSK01
2024-12-07,2401AW500821A,MA1UN4KY7R2M30993,021:2401AW500821A:DM203B:061224:2:SIN-061224-137939NSK01
2024-12-07,2401AW500811A,MA1UN4KY7R2M30993,020:2401AW500811A:DM203B:071224:3:SIN-061224-137934NSK01
2024-12-07,2402AW500281A,MA1UN2KY7R2M31002,022:2402AW500281A:DM203B:071224:03:SIN-071224-926034NSK01
2024-12-07,2401AW500821A,MA1UN2KY7R2M31002,021:2401AW500821A:DM203B:071224:3:SIN-071224-137973NSK01
2024-12-07,2401AW500811A,MA1UN2KY7R2M31002,020:2401AW500811A:DM203B:071224:3:SIN-071224-137989NSK01
2024-12-07,2402AW500281A,MA1UN2YY2R2M31003,022:2402AW500281A:DM203B:061224:02:SIN-061224-925847NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31003,021:2401AW500821A:DM203B:071224:3:SIN-061224-137440NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31003,020:2401AW500811A:DM203B:071224:3:SIN-071224-137985NSK01
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31040,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0238
2024-12-07,2301AW502190N,MA1UN2YY2R2M31040, 311:2301AW502190N:DI061A:031224:02:030
2024-12-07,2301AW502250N,MA1UN2YY2R2M31040, 019:2301AW502250N:DI061A:031224:01:000
2024-12-07,2402AW500281A,MA1UN2KY7R2M30999,022:2402AW500281A:DM203B:071224:03:SIN-071224-926152NSK01
2024-12-07,2401AW500821A,MA1UN2KY7R2M30999,021:2401AW500821A:DM203B:061224:1:SIN-051224-136952NSK01
2024-12-07,2401AW500811A,MA1UN2KY7R2M30999,020:2401AW500811A:DM203B:061224:1:SIN-061224-137664NSK01
2024-12-07,2301AW502200N,MA1UN2JV2R2M31041, 311:2301AW502200N:DI061A:021224:02:000
2024-12-07,2301AW502180N,MA1UN2JV2R2M31041, 019:2301AW502180N:DI061A:051224:01:000
2024-12-07,1501AAA00851N,MA1UN2JV2R2M31041,000:1501AAA00851N:DD013IA:151124:03:000000P2:005:0032
2024-12-07,2402AW500281A,MA1UN4KY7R2M30923,022:2402AW500281A:DM203B:061224:02:SIN-061224-924813NSK01
2024-12-07,2401AW500821A,MA1UN4KY7R2M30923,021:2401AW500821A:DM203B:061224:1:SIN-061224-137662NSK01
2024-12-07,2401AW500811A,MA1UN4KY7R2M30923,020:2401AW500811A:DM203B:061224:1:SIN-061224-137648NSK01
2024-12-07,2301AW502250N,MA1UN2YY2R2M31043, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,2301AW502190N,MA1UN2YY2R2M31043, 311:2301AW502190N:DI061A:031224:02:028
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31043,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0289
2024-12-07,2301AW502250N,MA1UN2YY2R2M31046, 019:2301AW502250N:DI061A:031224:01:000
2024-12-07,2301AW502190N,MA1UN2YY2R2M31046, 311:2301AW502190N:DI061A:031224:02:032
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31046,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0290
2024-12-07,2402AW500281A,MA1UN2YY2R2M31012,022:2402AW500281A:DM203B:061224:02:SIN-061224-925836NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31012,021:2401AW500821A:DM203B:071224:3:SIN-071224-137967NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31012,020:2401AW500811A:DM203B:061224:2:SIN-061224-137736NSK01
2024-12-07,2402AW500281A,MA1UN2YY2R2M30980,022:2402AW500281A:DM203B:071224:03:SIN-071224-926012NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M30980,021:2401AW500821A:DM203B:071224:3:SIN-061224-137958NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M30980,020:2401AW500811A:DM203B:061224:2:SIN-051224-136953NSK01
2024-12-07,2401AW500691A,MA1UN4YY2R2M30965,020:2401AW500691A:DM203B:061224:2:SIN-061224-137848NSK01
2024-12-07,2402AW500281A,MA1UN4YY2R2M30965,022:2402AW500281A:DM203B:061224:02:SIN-061224-925711NSK01
2024-12-07,2401AW500701A,MA1UN4YY2R2M30965,021:2401AW500701A:DM203B:061224:2:SIN-061224-137847NSK01
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31049,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0291
2024-12-07,2301AW502250N,MA1UN2YY2R2M31049, 019:2301AW502250N:DI061A:031224:01:000
2024-12-07,2301AW502190N,MA1UN2YY2R2M31049, 311:2301AW502190N:DI061A:031224:02:031
2024-12-07,2402AW500281A,MA1UN4KY7R2M31011,022:2402AW500281A:DM203B:071224:03:SIN-071224-926119NSK01
2024-12-07,2401AW500821A,MA1UN4KY7R2M31011,021:2401AW500821A:DM203B:071224:3:SIN-071224-137964NSK01
2024-12-07,2401AW500811A,MA1UN4KY7R2M31011,020:2401AW500811A:DM203B:061224:3:SIN-061224-137378NSK01
2024-12-07,2401AW500811A,MA1UN2KY7R2M31017,020:2401AW500811A:DM203B:061224:2:SIN-061224-137938NSK01
2024-12-07,2402AW500281A,MA1UN2KY7R2M31017,022:2402AW500281A:DM203B:071224:03:SIN-071224-926224NSK01
2024-12-07,2401AW500821A,MA1UN2KY7R2M31017,021:2401AW500821A:DM203B:061224:2:SIN-061224-137941NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M30791,
2024-12-07,2402AW500281A,MA1UN2YY2R2M30791,022:2402AW500281A:DM203B:061224:03:SIN-061224-921848NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M30791,021:2401AW500821A:DM203B:051224:3:SIN-041224-136268NSK01
2024-12-07,1501AAA00851N,MA1UN2YZ7R2M31052,000:1501AAA00851N:DD013IA:151124:03:000000P2:005:0029
2024-12-07,2301AW502200N,MA1UN2YZ7R2M31052, 311:2301AW502200N:DI061A:021224:02:000
2024-12-07,2301AW502180N,MA1UN2YZ7R2M31052, 019:2301AW502180N:DI061A:051224:01:000
2024-12-07,2402AW500281A,MA1UN2YY2R2M30984,022:2402AW500281A:DM203B:061224:02:SIN-061224-924385NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M30984,021:2401AW500821A:DM203B:061224:2:SIN-061224-137913NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M30984,020:2401AW500811A:DM203B:061224:2:SIN-061224-137912NSK01
2024-12-07,2301AW502190N,MA1UN2YY2R2M31057, 311:2301AW502190N:DI061A:041224:02:254
2024-12-07,2301AW502250N,MA1UN2YY2R2M31057, 019:2301AW502250N:DI061A:031224:01:000
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31057,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0293
2024-12-07,2402AW500281A,MA1UN2YY2R2M31021,022:2402AW500281A:DM203B:071224:03:SIN-071224-926202NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31021,021:2401AW500821A:DM203B:061224:2:SIN-061224-137946NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31021,020:2401AW500811A:DM203B:061224:2:SIN-061224-137675NSK01
2024-12-07,2402AW500281A,MA1UN2KY7R2M31024,022:2402AW500281A:DM203B:061224:02:SIN-061224-925877NSK01
2024-12-07,2401AW500821A,MA1UN2KY7R2M31024,021:2401AW500821A:DM203B:061224:1:SIN-061224-137656NSK01
2024-12-07,2401AW500811A,MA1UN2KY7R2M31024,020:2401AW500811A:DM203B:061224:2:SIN-061224-137732NSK01
2024-12-07,2402AW500281A,MA1UN4KY7R2M31008,022:2402AW500281A:DM203B:061224:02:SIN-061224-924686NSK01
2024-12-07,2401AW500821A,MA1UN4KY7R2M31008,021:2401AW500821A:DM203B:061224:1:SIN-061224-137423NSK01
2024-12-07,2401AW500811A,MA1UN4KY7R2M31008,020:2401AW500811A:DM203B:071224:3:SIN-061224-137963NSK01
2024-12-07,2301AW502250N,MA1UN2YY2R2M31060, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,2301AW502190N,MA1UN2YY2R2M31060, 311:2301AW502190N:DI061A:031224:02:027
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31060,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0253
2024-12-07,2301AW502190N,MA1UN2YY2R2M31063, 311:2301AW502190N:DI061A:031224:02:029
2024-12-07,2301AW502250N,MA1UN2YY2R2M31063, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31063,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0247
2024-12-07,2402AW500281A,MA1UN2YY2R2M31023,022:2402AW500281A:DM203B:061224:03:SIN-061224-920962NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31023,021:2401AW500821A:DM203B:071224:3:SIN-071224-137981NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31023,020:2401AW500811A:DM203B:071224:3:SIN-061224-137954NSK01
2024-12-07,2401AW500811A,MA1UN4KY7R2M31031,020:2401AW500811A:DM203B:061224:3:SIN-051224-136723NSK01
2024-12-07,2402AW500281A,MA1UN4KY7R2M31031,022:2402AW500281A:DM203B:071224:03:SIN-071224-926288NSK01
2024-12-07,2401AW500821A,MA1UN4KY7R2M31031,021:2401AW500821A:DM203B:061224:2:SIN-051224-136748NSK01
2024-12-07,2301AW502250N,MA1UN2JW7R2M31067, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,2301AW502190N,MA1UN2JW7R2M31067, 311:2301AW502190N:DI061A:041224:02:253
2024-12-07,1501BAA05331N,MA1UN2JW7R2M31067,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0301
2024-12-07,2402AW500281A,MA1UN2YY2R2M30994,022:2402AW500281A:DM203B:061224:02:SIN-061224-924866NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M30994,021:2401AW500821A:DM203B:031224:1:SIN-031224-135022NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M30994,020:2401AW500811A:DM203B:031224:1:SIN-031224-135025NSK01
2024-12-07,2402AW500281A,MA1UN4KY7R2M31034,022:2402AW500281A:DM203B:061224:02:SIN-061224-925326NSK01
2024-12-07,2401AW500821A,MA1UN4KY7R2M31034,021:2401AW500821A:DM203B:061224:1:SIN-061224-137414NSK01
2024-12-07,2401AW500811A,MA1UN4KY7R2M31034,020:2401AW500811A:DM203B:061224:2:SIN-061224-137690NSK01
2024-12-07,2402AW500281A,MA1UN2JV2R2M31005,022:2402AW500281A:DM203B:061224:02:SIN-061224-924873NSK01
2024-12-07,2401AW500701A,MA1UN2JV2R2M31005,021:2401AW500701A:DM203B:061224:1:SIN-061224-137617NSK01
2024-12-07,2401AW500691A,MA1UN2JV2R2M31005,020:2401AW500691A:DM203B:061224:1:SIN-061224-137601NSK01
2024-12-07,2402AW500281A,MA1UN4KY7R2M31020,022:2402AW500281A:DM203B:061224:01:0000187-NSK01
2024-12-07,2401AW500821A,MA1UN4KY7R2M31020,021:2401AW500821A:DM203B:061224:2:SIN-061224-137739NSK01
2024-12-07,2401AW500811A,MA1UN4KY7R2M31020,020:2401AW500811A:DM203B:061224:2:SIN-041224-135932NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M30991,020:2401AW500811A:DM203B:071224:3:SIN-071224-137970NSK01
2024-12-07,2402AW500281A,MA1UN2YY2R2M30991,022:2402AW500281A:DM203B:061224:03:SIN-061224-921633NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M30991,021:2401AW500821A:DM203B:071224:3:SIN-061224-137962NSK01
2024-12-07,2401AW500621A,MA1UN2YY2R2M31015,020:2401AW500621A:DM203B:061224:1:SIN-061224-137558NSK01
2024-12-07,2402AW500251A,MA1UN2YY2R2M31015,022:2402AW500251A:DM203B:061224:01:0000155-NSK01
2024-12-07,2401AW500641A,MA1UN2YY2R2M31015,021:2401AW500641A:DM203B:061224:1:SIN-061224-137557NSK01
2024-12-07,2402AW500281A,MA1UN2JV2R2M31018,022:2402AW500281A:DM203B:061224:02:SIN-061224-925218NSK01
2024-12-07,2401AW500701A,MA1UN2JV2R2M31018,021:2401AW500701A:DM203B:061224:2:SIN-061224-137836NSK01
2024-12-07,2401AW500691A,MA1UN2JV2R2M31018,020:2401AW500691A:DM203B:061224:2:SIN-061224-137835NSK01
2024-12-07,2402AW500281A,MA1UN4KY7R2M30879,022:2402AW500281A:DM203B:051224:01:SIN-051224-915446NSK01
2024-12-07,2401AW500821A,MA1UN4KY7R2M30879,021:2401AW500821A:DM203B:061224:1:SIN-061224-137649NSK01
2024-12-07,2401AW500811A,MA1UN4KY7R2M30879,020:2401AW500811A:DM203B:061224:1:SIN-061224-137659NSK01
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31078,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0288
2024-12-07,2301AW502190N,MA1UN2YY2R2M31078, 311:2301AW502190N:DI061A:041224:02:275
2024-12-07,2301AW502250N,MA1UN2YY2R2M31078, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,2401AW500691A,MA1UN2JV2R2M31041,020:2401AW500691A:DM203B:031224:1:SIN-031224-134892NSK01
2024-12-07,2402AW500281A,MA1UN2JV2R2M31041,022:2402AW500281A:DM203B:071224:03:SIN-071224-926171NSK01
2024-12-07,2401AW500701A,MA1UN2JV2R2M31041,021:2401AW500701A:DM203B:031224:2:SIN-031224-135363NSK01
2024-12-07,1501BAA05451N,MA1UN2KY7R2M31081,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0128
2024-12-07,2301AW503170N,MA1UN2KY7R2M31081, 019:2301AW503170N:DI061A:301124:01:000
2024-12-07,2301AW502190N,MA1UN2KY7R2M31081, 311:2301AW502190N:DI061A:041224:02:280
2024-12-07,2301AW502190N,MA1UN2YY2R2M31082, 311:2301AW502190N:DI061A:041224:02:278
2024-12-07,2301AW502250N,MA1UN2YY2R2M31082, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31082,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0230
2024-12-07,2402AW500281A,MA1UN2KY7R2M31014,022:2402AW500281A:DM203B:061224:02:SIN-061224-924836NSK01
2024-12-07,2401AW500821A,MA1UN2KY7R2M31014,021:2401AW500821A:DM203B:061224:01:0000360-NSK01
2024-12-07,2401AW500811A,MA1UN2KY7R2M31014,020:2401AW500811A:DM203B:061224:2:SIN-061224-137738NSK01
2024-12-07,1501BAA05451N,MA1UN2YY2R2M31084,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0135
2024-12-07,2301AW503170N,MA1UN2YY2R2M31084, 019:2301AW503170N:DI061A:301124:01:000
2024-12-07,2301AW502190N,MA1UN2YY2R2M31084, 311:2301AW502190N:DI061A:041224:02:279
2024-12-07,2402AW500281A,MA1UN2YY2R2M31046,022:2402AW500281A:DM203B:061224:03:SIN-061224-920782NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31046,021:2401AW500821A:DM203B:061224:3:SIN-061224-137372NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31046,020:2401AW500811A:DM203B:061224:3:SIN-061224-137376NSK01
2024-12-07,2402AW500281A,MA1UN2YY2R2M31043,022:2402AW500281A:DM203B:031224:02:SIN-031224-906020NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31043,021:2401AW500821A:DM203B:031224:1:SIN-031224-135061NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31043,020:2401AW500811A:DM203B:061224:2:SIN-061224-137899NSK01
2024-12-07,2402AW500281A,MA1UN2JW7R2M30627,022:2402AW500281A:DM203B:061224:03:SIN-061224-920145NSK01
2024-12-07,2401AW500701A,MA1UN2JW7R2M30627,021:2401AW500701A:DM203B:061224:3:SIN-051224-137123NSK01
2024-12-07,2401AW500691A,MA1UN2JW7R2M30627,020:2401AW500691A:DM203B:251124:1:SIN-251124-129421NSK01
2024-12-07,2301AW502190N,MA1UN2YY2R2M31088, 311:2301AW502190N:DI061A:041224:02:277
2024-12-07,2301AW502250N,MA1UN2YY2R2M31088, 019:2301AW502250N:DI061A:031224:02:000
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31088,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0251
2024-12-07,2401AW500811A,MA1UN2YY2R2M31049,020:2401AW500811A:DM203B:031224:2:SIN-031224-135193NSK01
2024-12-07,2402AW500281A,MA1UN2YY2R2M31049,022:2402AW500281A:DM203B:061224:03:SIN-061224-920721NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31049,021:2401AW500821A:DM203B:061224:1:SIN-061224-137667NSK01
2024-12-07,1501BAA05451N,MA1UN2YY2R2M31090,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0138
2024-12-07,2301AW503170N,MA1UN2YY2R2M31090, 019:2301AW503170N:DI061A:301124:01:000
2024-12-07,2301AW502190N,MA1UN2YY2R2M31090, 311:2301AW502190N:DI061A:041224:02:276
2024-12-07,2402AW500281A,MA1UN2YY2R2M31057,022:2402AW500281A:DM203B:071224:03:SIN-071224-926930NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31057,021:2401AW500821A:DM203B:021224:2:SIN-021224-134194NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31057,020:2401AW500811A:DM203B:021224:2:SIN-021224-134523NSK01
2024-12-07,2301AW503160N,MA1UN4KY7R2M31098, 019:2301AW503160N:DI061A:021224:01:000
2024-12-07,2301AW502190N,MA1UN4KY7R2M31098, 311:2301AW502190N:DI061A:041224:01:099
2024-12-07,1501BAA05331N,MA1UN4KY7R2M31098,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0236
2024-12-07,2402AW500281A,MA1UN2YY2R2M31009,022:2402AW500281A:DM203B:061224:01:0000122-NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31009,021:2401AW500821A:DM203B:061224:2:SIN-061224-137676NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31009,020:2401AW500811A:DM203B:061224:2:SIN-061224-137903NSK01
2024-12-07,2402AW500251A,MA1UN2YY2R2M30449,022:2402AW500251A:DM203B:031224:01:SIN-031224-905216NSK01
2024-12-07,2401AW500641A,MA1UN2YY2R2M30449,021:2401AW500641A:DM203B:051224:3:SIN-051224-136514NSK01
2024-12-07,2401AW500621A,MA1UN2YY2R2M30449,020:2401AW500621A:DM203B:051224:3:SIN-051224-136515NSK01
2024-12-07,1501BAA05331N,MA1UN4KY7R2M31101,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0234
2024-12-07,2301AW502190N,MA1UN4KY7R2M31101, 311:2301AW502190N:DI061A:041224:02:308
2024-12-07,2301AW503160N,MA1UN4KY7R2M31101, 019:2301AW503160N:DI061A:021224:01:000
2024-12-07,2301AW502190N,MA1UN4KY7R2M31102, 311:2301AW502190N:DI061A:041224:02:307
2024-12-07,2301AW503160N,MA1UN4KY7R2M31102, 019:2301AW503160N:DI061A:021224:01:000
2024-12-07,1501BAA05331N,MA1UN4KY7R2M31102,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0233
2024-12-07,2402AW500281A,MA1UN2YY2R2M31040,022:2402AW500281A:DM203B:061224:02:SIN-061224-925256NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31040,021:2401AW500821A:DM203B:071224:3:SIN-061224-137960NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31040,020:2401AW500811A:DM203B:051224:1:SIN-051224-136714NSK01
2024-12-07,2301AW502180N,MA1UN2YY2R2M31103, 019:2301AW502180N:DI061A:051224:01:000
2024-12-07,2301AW502200N,MA1UN2YY2R2M31103, 311:2301AW502200N:DI061A:021224:02:000
2024-12-07,1501AAA00851N,MA1UN2YY2R2M31103,000:1501AAA00851N:DD013IA:151124:03:000000P2:005:0033
2024-12-07,2301AW502190N,MA1UN2JW7R2M31104, 311:2301AW502190N:DI061A:041224:02:305
2024-12-07,2301AW502250N,MA1UN2JW7R2M31104, 019:2301AW502250N:DI061A:041224:01:000
2024-12-07,1501BAA05331N,MA1UN2JW7R2M31104,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0232
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31108,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0228
2024-12-07,2301AW502190N,MA1UN2YY2R2M31108, 311:2301AW502190N:DI061A:041224:02:306
2024-12-07,2301AW502250N,MA1UN2YY2R2M31108, 019:2301AW502250N:DI061A:041224:02:000
2024-12-07,1501BAA05451N,MA1UN2KY7R2M31107,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0149
2024-12-07,2301AW503170N,MA1UN2KY7R2M31107, 019:2301AW503170N:DI061A:301124:01:000
2024-12-07,2301AW502190N,MA1UN2KY7R2M31107, 311:2301AW502190N:DI061A:041224:02:310
2024-12-07,2301AW502190N,MA1UN2KY7R2M31110, 311:2301AW502190N:DI061A:041224:02:309
2024-12-07,2301AW503170N,MA1UN2KY7R2M31110, 019:2301AW503170N:DI061A:301124:01:000
2024-12-07,1501BAA05451N,MA1UN2KY7R2M31110,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0144
2024-12-07,1501BAA05331N,MA1UN2KY7R2M31111,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0227
2024-12-07,2301AW502250N,MA1UN2KY7R2M31111, 019:2301AW502250N:DI061A:041224:02:000
2024-12-07,2301AW502190N,MA1UN2KY7R2M31111, 311:2301AW502190N:DI061A:021224:01:000
2024-12-07,1501BAA05331N,MA1UN2YY2R2M31113,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0224
2024-12-07,2301AW502190N,MA1UN2YY2R2M31113, 311:2301AW502190N:DI061A:021224:01:000
2024-12-07,2301AW502250N,MA1UN2YY2R2M31113, 019:2301AW502250N:DI061A:041224:02:000
2024-12-07,1501BAA05331N,MA1UN2JW7R2M31114,000:1501BAA05331N:DD013IA:261124:01:000000P2:005:0226
2024-12-07,2301AW502190N,MA1UN2JW7R2M31114, 311:2301AW502190N:DI061A:021224:02:000
2024-12-07,2301AW502250N,MA1UN2JW7R2M31114, 019:2301AW502250N:DI061A:041224:02:000
2024-12-07,2402AW500281A,MA1UN2YY2R2M31063,022:2402AW500281A:DM203B:071224:03:SIN-071224-927046NSK01
2024-12-07,2401AW500821A,MA1UN2YY2R2M31063,021:2401AW500821A:DM203B:061224:1:SIN-061224-137447NSK01
2024-12-07,2401AW500811A,MA1UN2YY2R2M31063,020:2401AW500811A:DM203B:061224:1:SIN-061224-137661NSK01
2024-12-07,2301AW503170N,MA1UN2KY7R2M31116, 019:2301AW503170N:DI061A:301124:01:000
2024-12-07,2301AW502190N,MA1UN2KY7R2M31116, 311:2301AW502190N:DI061A:021224:02:000
