TDATE,BOMPARTNO,VINNumber,ScanValue
2024-12-20,2301AW502250N,MA1UN2KY7R2M37088, 019:2301AW502250N:DI061A:171224:01:000
2024-12-20,2301BW500080D,MA1UN2JW7R2M37091, 503:2301BW500080D:DI061A:181224:01:603
2024-12-20,2301AW502180N,MA1UN2JW7R2M37091, 019:2301AW502180N:DI061A:171224:01:000
2024-12-20,2301AW502200N,MA1UN2JW7R2M37091, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,1501AAA00851N,MA1UN2JW7R2M37091,000:1501AAA00851N:DD013IA:181124:01:000000P2:005:0049
2024-12-20,2301BW500080D,MA1UN2YY2R2M37092, 503:2301BW500080D:DI061A:181224:01:606
2024-12-20,2301AW502180N,MA1UN2YY2R2M37092, 019:2301AW502180N:DI061A:171224:01:000
2024-12-20,2301AW502200N,MA1UN2YY2R2M37092, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,1501AAA00851N,MA1UN2YY2R2M37092,000:1501AAA00851N:DD013IA:301024:03:000000P2:005:0217
2024-12-20,2301AW502250N,MA1UN2KY7R2M37095, 019:2301AW502250N:DI061A:171224:02:000
2024-12-20,2301BW500080D,MA1UN2KY7R2M37095, 503:2301BW500080D:DI061A:181224:01:600
2024-12-20,2301AW502190N,MA1UN2KY7R2M37095, 311:2301AW502190N:DI061A:171224:02:000
2024-12-20,1501BAA05331N,MA1UN2KY7R2M37095,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0460
2024-12-20,2402AW500281A,MA1UN2YY2R2M37007,022:2402AW500281A:DM203B:181224:01:0000128-NSK01
2024-12-20,2401AW500701A,MA1UN2YY2R2M37007,021:2401AW500701A:DM203B:191224:1:SIN-191224-146714NSK01
2024-12-20,2401AW500691A,MA1UN2YY2R2M37007,020:2401AW500691A:DM203B:191224:1:SIN-081124-118876NSK01
2024-12-20,2301AW502200N,MA1UN4YY2R2M37100, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,2301AW502240N,MA1UN4YY2R2M37100, 019:2301AW502240N:DI061A:211124:01:000
2024-12-20,2301BW500080D,MA1UN4YY2R2M37100, 503:2301BW500080D:DI061A:181224:01:618
2024-12-20,1501AAA00851N,MA1UN4YY2R2M37100,000:1501AAA00851N:DD013IA:181124:01:000000P2:005:0046
2024-12-20,2402AW500241A,MA1UN2YY2R2M37002,022:2402AW500241A:DM203B:191224:01:SIN-191224-989777NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37002,021:2401AW500631A:DM203B:191224:1:SIN-191224-146840NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37002,020:2401AW500611A:DM203B:191224:1:SIN-191224-146846NSK01
2024-12-20,2402AW500241A,MA1UN2YY2R2M37046,022:2402AW500241A:DM203B:191224:01:SIN-191224-989045NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37046,021:2401AW500631A:DM203B:191224:1:SIN-191224-146849NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37046,020:2401AW500611A:DM203B:191224:1:SIN-191224-146826NSK01
2024-12-20,2301BW500080D,MA1UN2YY2R2M37101, 503:2301BW500080D:DI061A:181224:01:597
2024-12-20,2301AW502180N,MA1UN2YY2R2M37101, 019:2301AW502180N:DI061A:171224:01:000
2024-12-20,2301AW502200N,MA1UN2YY2R2M37101, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,1501AAA00851N,MA1UN2YY2R2M37101,000:1501AAA00851N:DD013IA:181124:01:000000P2:005:0070
2024-12-20,1501BAA05331N,MA1UN4YY2R2M37103,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0501
2024-12-20,2301BW500080D,MA1UN4YY2R2M37103, 503:2301BW500080D:DI061A:181224:01:607
2024-12-20,2301AW503160N,MA1UN4YY2R2M37103, 019:2301AW503160N:DI061A:171224:01:000
2024-12-20,2301AW502190N,MA1UN4YY2R2M37103, 311:2301AW502190N:DI061A:171224:02:000
2024-12-20,2402AW500241A,MA1UN2YY2R2M37039,022:2402AW500241A:DM203B:191224:01:SIN-191224-989734NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37039,021:2401AW500631A:DM203B:191224:1:SIN-191224-146825NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37039,020:2401AW500611A:DM203B:191224:1:SIN-191224-146824NSK01
2024-12-20,2301BW500080D,MA1UN4YY2R2M37105, 503:2301BW500080D:DI061A:181224:01:602
2024-12-20,2301AW503160N,MA1UN4YY2R2M37105, 019:2301AW503160N:DI061A:171224:01:000
2024-12-20,2301AW502190N,MA1UN4YY2R2M37105, 311:2301AW502190N:DI061A:171224:02:000
2024-12-20,1501BAA05331N,MA1UN4YY2R2M37105,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0499
2024-12-20,2402AW500241A,MA1UN2YY2R2M37023,022:2402AW500241A:DM203B:191224:01:SIN-191224-989917NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37023,021:2401AW500631A:DM203B:181224:2:SIN-181224-146221NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37023,020:2401AW500611A:DM203B:191224:3:SIN-191224-146402NSK01
2024-12-20,2301AW502250N,MA1UN2KY7R2M37106, 019:2301AW502250N:DI061A:141224:02:000
2024-12-20,2301BW500080D,MA1UN2KY7R2M37106, 503:2301BW500080D:DI061A:171224:01:405
2024-12-20,2301AW502190N,MA1UN2KY7R2M37106, 311:2301AW502190N:DI061A:081224:01:530
2024-12-20,1501BAA05331N,MA1UN2KY7R2M37106,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0506
2024-12-20,2301BW500080D,MA1UN2YY2R2M37108,
2024-12-20,2301AW502180N,MA1UN2YY2R2M37108, 019:2301AW502180N:DI061A:051224:02:000
2024-12-20,2301AW502200N,MA1UN2YY2R2M37108, 311:2301AW502200N:DI061A:181224:01:000
2024-12-20,1501AAA00851N,MA1UN2YY2R2M37108,000:1501AAA00851N:DD013IA:181124:01:000000P2:005:0074
2024-12-20,2402AW500241A,MA1UN2YY2R2M37072,022:2402AW500241A:DM203B:191224:01:0000093-NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37072,021:2401AW500631A:DM203B:191224:1:SIN-191224-146853NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37072,020:2401AW500611A:DM203B:191224:1:SIN-191224-146857NSK01
2024-12-20,2301AW502180N,MA1UN2JW7R2M37110, 019:2301AW502180N:DI061A:051224:02:000
2024-12-20,2301BW500080D,MA1UN2JW7R2M37110, 503:2301BW500080D:DI061A:171224:01:412
2024-12-20,2301AW502200N,MA1UN2JW7R2M37110, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,1501AAA00851N,MA1UN2JW7R2M37110,000:1501AAA00851N:DD013IA:181124:01:000000P2:005:0048
2024-12-20,2402AW500241A,MA1UN2YY2R2M37044,022:2402AW500241A:DM203B:191224:01:SIN-191224-989750NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37044,021:2401AW500631A:DM203B:191224:1:SIN-191224-146836NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37044,020:2401AW500611A:DM203B:191224:1:SIN-191224-146828NSK01
2024-12-20,2402AW500241A,MA1UN2YY2R2M37076,022:2402AW500241A:DM203B:191224:01:0000098-NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37076,021:2401AW500631A:DM203B:191224:2:SIN-191224-146874NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37076,020:2401AW500611A:DM203B:191224:2:SIN-191224-146859NSK01
2024-12-20,2402AW500281A,MA1UN2YY2R2M37045,022:2402AW500281A:DM203B:181224:02:SIN-181224-983307NSK01
2024-12-20,2401AW500701A,MA1UN2YY2R2M37045,021:2401AW500701A:DM203B:191224:1:SIN-191224-146723NSK01
2024-12-20,2401AW500691A,MA1UN2YY2R2M37045,020:2401AW500691A:DM203B:191224:1:SIN-191224-146700NSK01
2024-12-20,2301BW500080D,MA1UN2YY2R2M37114, 503:2301BW500080D:DI061A:171224:01:406
2024-12-20,2301AW502200N,MA1UN2YY2R2M37114, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,2301AW502180N,MA1UN2YY2R2M37114, 019:2301AW502180N:DI061A:171224:01:000
2024-12-20,1501AAA00851N,MA1UN2YY2R2M37114,000:1501AAA00851N:DD013IA:181124:01:000000P2:005:0054
2024-12-20,2402AW500281A,MA1UN2YY2R2M36933,022:2402AW500281A:DM203B:191224:03:SIN-191224-986585NSK01
2024-12-20,2401AW500701A,MA1UN2YY2R2M36933,021:2401AW500701A:DM203B:191224:1:SIN-191224-146589NSK01
2024-12-20,2401AW500691A,MA1UN2YY2R2M36933,020:2401AW500691A:DM203B:191224:1:SIN-191224-146591NSK01
2024-12-20,2301BW500080D,MA1UN2KY7R2M37116, 503:2301BW500080D:DI061A:171224:01:404
2024-12-20,2301AW502250N,MA1UN2KY7R2M37116, 019:2301AW502250N:DI061A:141224:02:000
2024-12-20,2301AW502190N,MA1UN2KY7R2M37116, 311:2301AW502190N:DI061A:081224:01:534
2024-12-20,1501BAA05331N,MA1UN2KY7R2M37116,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0505
2024-12-20,2301BW500080D,MA1UN2YY2R2M37117,
2024-12-20,2301AW502180N,MA1UN2YY2R2M37117, 019:2301AW502180N:DI061A:171224:01:000
2024-12-20,2301AW502200N,MA1UN2YY2R2M37117, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,1501AAA00851N,MA1UN2YY2R2M37117,000:1501AAA00851N:DD013IA:181124:01:000000P2:005:0032
2024-12-20,2402AW500281A,MA1UN2YY2R2M37027,022:2402AW500281A:DM203B:191224:01:SIN-191224-988216NSK01
2024-12-20,2401AW500701A,MA1UN2YY2R2M37027,021:2401AW500701A:DM203B:191224:1:SIN-191224-146695NSK01
2024-12-20,2401AW500691A,MA1UN2YY2R2M37027,020:2401AW500691A:DM203B:191224:1:SIN-191224-146687NSK01
2024-12-20,2402AW500281A,MA1UN2JV2R2M37083,022:2402AW500281A:DM203B:171224:01:0000278-NSK01
2024-12-20,2401AW500701A,MA1UN2JV2R2M37083,021:2401AW500701A:DM203B:191224:2:SIN-191224-146914NSK01
2024-12-20,2401AW500691A,MA1UN2JV2R2M37083,020:2401AW500691A:DM203B:191224:2:SIN-191224-146916NSK01
2024-12-20,2301BW500080D,MA1UN2KY7R2M37119, 503:2301BW500080D:DI061A:171224:01:415
2024-12-20,2301AW502190N,MA1UN2KY7R2M37119, 311:2301AW502190N:DI061A:081224:01:551
2024-12-20,2301AW502250N,MA1UN2KY7R2M37119, 019:2301AW502250N:DI061A:141224:02:000
2024-12-20,1501BAA05331N,MA1UN2KY7R2M37119,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0452
2024-12-20,2402AW500281A,MA1UN2JW7R2M37065,022:2402AW500281A:DM203B:181224:03:SIN-181224-980792NSK01
2024-12-20,2401AW500701A,MA1UN2JW7R2M37065,021:2401AW500701A:DM203B:191224:1:SIN-191224-146697NSK01
2024-12-20,2401AW500691A,MA1UN2JW7R2M37065,020:2401AW500691A:DM203B:191224:1:SIN-191224-146696NSK01
2024-12-20,2301AW502180N,MA1UN2JW7R2M37122, 019:2301AW502180N:DI061A:171224:01:000
2024-12-20,2301BW500080D,MA1UN2JW7R2M37122, 503:2301BW500080D:DI061A:171224:01:414
2024-12-20,2301AW502200N,MA1UN2JW7R2M37122, 311:2301AW502200N:DI061A:181224:01:000
2024-12-20,1501AAA00851N,MA1UN2JW7R2M37122,000:1501AAA00851N:DD013IA:181124:01:000000P2:005:0071
2024-12-20,2402AW500241A,MA1UN2YY2R2M37084,022:2402AW500241A:DM203B:191224:01:0000099-NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37084,021:2401AW500631A:DM203B:191224:1:SIN-191224-146866NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37084,020:2401AW500611A:DM203B:191224:1:SIN-191224-146869NSK01
2024-12-20,2301BW500080D,MA1UN2KY7R2M37123, 503:2301BW500080D:DI061A:171224:01:408
2024-12-20,2301AW502250N,MA1UN2KY7R2M37123, 019:2301AW502250N:DI061A:141224:02:000
2024-12-20,2301AW502190N,MA1UN2KY7R2M37123, 311:2301AW502190N:DI061A:081224:01:540
2024-12-20,1501BAA05331N,MA1UN2KY7R2M37123,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0511
2024-12-20,2402AW500241A,MA1UN2YY2R2M37070,022:2402AW500241A:DM203B:191224:01:0000094-NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37070,021:2401AW500631A:DM203B:191224:1:SIN-191224-146838NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37070,020:2401AW500611A:DM203B:191224:1:SIN-191224-146837NSK01
2024-12-20,2301AW502250N,MA1UN2KY7R2M37128, 019:2301AW502250N:DI061A:141224:02:000
2024-12-20,2301BW500080D,MA1UN2KY7R2M37128, 503:2301BW500080D:DI061A:171224:01:411
2024-12-20,2301AW502190N,MA1UN2KY7R2M37128, 311:2301AW502190N:DI061A:171224:01:000
2024-12-20,1501BAA05331N,MA1UN2KY7R2M37128,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0503
2024-12-20,2402AW500281A,MA1UN2JV2R2M37079,022:2402AW500281A:DM203B:191224:01:SIN-191224-987853NSK01
2024-12-20,2401AW500701A,MA1UN2JV2R2M37079,021:2401AW500701A:DM203B:191224:1:SIN-191224-146719NSK01
2024-12-20,2401AW500691A,MA1UN2JV2R2M37079,020:2401AW500691A:DM203B:191224:1:SIN-191224-146716NSK01
2024-12-20,2402AW500281A,MA1UN2KY7R2M37078,022:2402AW500281A:DM203B:191224:01:SIN-191224-987668NSK01
2024-12-20,2401AW500821A,MA1UN2KY7R2M37078,021:2401AW500821A:DM203B:171224:3:SIN-171224-144857NSK01
2024-12-20,2401AW500811A,MA1UN2KY7R2M37078,020:2401AW500811A:DM203B:171224:3:SIN-161224-144853NSK01
2024-12-20,2402AW500281A,MA1UN2YY2R2M37092,022:2402AW500281A:DM203B:191224:01:0000152-NSK01
2024-12-20,2401AW500701A,MA1UN2YY2R2M37092,021:2401AW500701A:DM203B:191224:1:SIN-191224-146598NSK01
2024-12-20,2401AW500691A,MA1UN2YY2R2M37092,020:2401AW500691A:DM203B:191224:1:SIN-191224-146599NSK01
2024-12-20,2402AW500281A,MA1UN2KY7R2M37095,022:2402AW500281A:DM203B:191224:02:SIN-191224-990474NSK01
2024-12-20,2401AW500821A,MA1UN2KY7R2M37095,021:2401AW500821A:DM203B:171224:3:SIN-171224-144872NSK01
2024-12-20,2401AW500811A,MA1UN2KY7R2M37095,020:2401AW500811A:DM203B:171224:3:SIN-171224-144871NSK01
2024-12-20,2402AW500241A,MA1UN2YY2R2M37031,022:2402AW500241A:DM203B:191224:01:SIN-191224-989952NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37031,021:2401AW500631A:DM203B:191224:3:SIN-191224-146405NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37031,020:2401AW500611A:DM203B:141224:1:SIN-141224-143431NSK01
2024-12-20,2402AW500281A,MA1UN2YY2R2M37101,022:2402AW500281A:DM203B:191224:01:0000104-NSK01
2024-12-20,2401AW500701A,MA1UN2YY2R2M37101,021:2401AW500701A:DM203B:191224:1:SIN-191224-146587NSK01
2024-12-20,2401AW500691A,MA1UN2YY2R2M37101,020:2401AW500691A:DM203B:191224:1:SIN-191224-146604NSK01
2024-12-20,2402AW500281A,MA1UN4YY2R2M37103,022:2402AW500281A:DM203B:191224:01:0000105-NSK01
2024-12-20,2401AW500821A,MA1UN4YY2R2M37103,021:2401AW500821A:DM203B:161224:1:SIN-161224-144571NSK01
2024-12-20,2401AW500811A,MA1UN4YY2R2M37103,020:2401AW500811A:DM203B:161224:2:SIN-161224-144627NSK01
2024-12-20,2402AW500281A,MA1UN2JW7R2M37110,022:2402AW500281A:DM203B:191224:02:SIN-191224-990333NSK01
2024-12-20,2401AW500701A,MA1UN2JW7R2M37110,021:2401AW500701A:DM203B:191224:1:SIN-191224-146578NSK01
2024-12-20,2401AW500691A,MA1UN2JW7R2M37110,020:2401AW500691A:DM203B:191224:1:SIN-191224-146608NSK01
2024-12-20,2301BW500080D,MA1UN2KY7R2M37149, 503:2301BW500080D:DI061A:181224:01:608
2024-12-20,2301AW503170N,MA1UN2KY7R2M37149, 019:2301AW503170N:DI061A:181224:01:000
2024-12-20,2301AW502190N,MA1UN2KY7R2M37149, 311:2301AW502190N:DI061A:081224:01:544
2024-12-20,1501BAA05451N,MA1UN2KY7R2M37149,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0271
2024-12-20,2402AW500281A,MA1UN2YY2R2M37108,
2024-12-20,2401AW500701A,MA1UN2YY2R2M37108,021:2401AW500701A:DM203B:191224:3:SIN-191224-146574NSK01
2024-12-20,2401AW500691A,MA1UN2YY2R2M37108,020:2401AW500691A:DM203B:191224:1:SIN-191224-146584NSK01
2024-12-20,2301AW502190N,MA1UN4YY2R2M37153, 311:2301AW502190N:DI061A:081224:01:550
2024-12-20,2301AW503160N,MA1UN4YY2R2M37153, 019:2301AW503160N:DI061A:161224:02:000
2024-12-20,2301BW500080D,MA1UN4YY2R2M37153, 503:2301BW500080D:DI061A:171224:01:410
2024-12-20,1501BAA05331N,MA1UN4YY2R2M37153,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0491
2024-12-20,2402AW500281A,MA1UN4YY2R2M37100,022:2402AW500281A:DM203B:171224:02:SIN-171224-979804NSK01
2024-12-20,2401AW500701A,MA1UN4YY2R2M37100,021:2401AW500701A:DM203B:191224:1:SIN-191224-146609NSK01
2024-12-20,2401AW500691A,MA1UN4YY2R2M37100,020:2401AW500691A:DM203B:191224:1:SIN-191224-146689NSK01
2024-12-20,2402AW500281A,MA1UN2YY2R2M37117,022:2402AW500281A:DM203B:161224:01:0000093-NSK01
2024-12-20,2401AW500701A,MA1UN2YY2R2M37117,021:2401AW500701A:DM203B:191224:3:SIN-191224-146548NSK01
2024-12-20,2401AW500691A,MA1UN2YY2R2M37117,020:2401AW500691A:DM203B:191224:3:SIN-191224-146553NSK01
2024-12-20,2402AW500281A,MA1UN4YY2R2M37087,022:2402AW500281A:DM203B:191224:02:SIN-191224-990385NSK01
2024-12-20,2401AW500701A,MA1UN4YY2R2M37087,021:2401AW500701A:DM203B:191224:2:SIN-191224-146930NSK01
2024-12-20,2401AW500691A,MA1UN4YY2R2M37087,020:2401AW500691A:DM203B:191224:2:SIN-191224-146931NSK01
2024-12-20,2402AW500241A,MA1UN2JV2R2M36646,022:2402AW500241A:DM203B:181224:02:SIN-181224-984873NSK01
2024-12-20,2401AW500631A,MA1UN2JV2R2M36646,021:2401AW500631A:DM203B:181224:2:SIN-181224-146103NSK01
2024-12-20,2401AW500611A,MA1UN2JV2R2M36646,020:2401AW500611A:DM203B:181224:2:SIN-181224-146104NSK01
2024-12-20,2301BW500080D,MA1UN4YY2R2M37161, 503:2301BW500080D:DI061A:171224:01:413
2024-12-20,2301AW503160N,MA1UN4YY2R2M37161, 019:2301AW503160N:DI061A:171224:01:000
2024-12-20,2301AW502190N,MA1UN4YY2R2M37161, 311:2301AW502190N:DI061A:161224:01:000
2024-12-20,1501BAA05331N,MA1UN4YY2R2M37161,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0524
2024-12-20,2402AW500281A,MA1UN2KY7R2M37106,022:2402AW500281A:DM203B:161224:01:SIN-161224-974200NSK01
2024-12-20,2401AW500821A,MA1UN2KY7R2M37106,021:2401AW500821A:DM203B:161224:1:SIN-161224-144573NSK01
2024-12-20,2401AW500811A,MA1UN2KY7R2M37106,020:2401AW500811A:DM203B:151224:2:SIN-151224-144276NSK01
2024-12-20,2402AW500281A,MA1UN2KY7R2M37119,022:2402AW500281A:DM203B:171224:01:0000188-NSK01
2024-12-20,2401AW500821A,MA1UN2KY7R2M37119,021:2401AW500821A:DM203B:161224:1:SIN-161224-144587NSK01
2024-12-20,2401AW500811A,MA1UN2KY7R2M37119,020:2401AW500811A:DM203B:161224:1:SIN-161224-144581NSK01
2024-12-20,2301AW503160N,MA1UN4YY2R2M37162, 019:2301AW503160N:DI061A:171224:01:000
2024-12-20,2301BW500080D,MA1UN4YY2R2M37162, 503:2301BW500080D:DI061A:181224:01:605
2024-12-20,2301AW502190N,MA1UN4YY2R2M37162, 311:2301AW502190N:DI061A:161224:01:000
2024-12-20,1501BAA05331N,MA1UN4YY2R2M37162,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0525
2024-12-20,2301BW500080D,MA1UN4KY7R2M37166, 503:2301BW500080D:DI061A:181224:01:588
2024-12-20,2301AW503160N,MA1UN4KY7R2M37166, 019:2301AW503160N:DI061A:171224:01:000
2024-12-20,2301AW502190N,MA1UN4KY7R2M37166, 311:2301AW502190N:DI061A:061224:01:163
2024-12-20,1501BAA05331N,MA1UN4KY7R2M37166,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0504
2024-12-20,2402AW500281A,MA1UN2KY7R2M37128,022:2402AW500281A:DM203B:171224:03:SIN-171224-977023NSK01
2024-12-20,2401AW500821A,MA1UN2KY7R2M37128,021:2401AW500821A:DM203B:171224:3:SIN-171224-145032NSK01
2024-12-20,2401AW500811A,MA1UN2KY7R2M37128,020:2401AW500811A:DM203B:171224:3:SIN-171224-145031NSK01
2024-12-20,2301BW500080D,MA1UN4KY7R2M37171, 503:2301BW500080D:DI061A:181224:01:585
2024-12-20,2301AW502190N,MA1UN4KY7R2M37171, 311:2301AW502190N:DI061A:161224:01:000
2024-12-20,2301AW503160N,MA1UN4KY7R2M37171, 019:2301AW503160N:DI061A:171224:01:000
2024-12-20,1501BAA05331N,MA1UN4KY7R2M37171,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0520
2024-12-20,2301AW502180N,MA1UN2YY2R2M37172, 019:2301AW502180N:DI061A:051224:02:000
2024-12-20,2301BW500080D,MA1UN2YY2R2M37172, 503:2301BW500080D:DI061A:181224:01:586
2024-12-20,2301AW502200N,MA1UN2YY2R2M37172, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,1501AAA00851N,MA1UN2YY2R2M37172,000:1501AAA00851N:DD013IA:301024:03:000000P2:005:0202
2024-12-20,2301AW503170N,MA1UN2KY7R2M37173, 019:2301AW503170N:DI061A:181224:01:000
2024-12-20,2301BW500080D,MA1UN2KY7R2M37173, 503:2301BW500080D:DI061A:181224:01:587
2024-12-20,2301AW502190N,MA1UN2KY7R2M37173, 311:2301AW502190N:DI061A:161224:01:000
2024-12-20,1501BAA05451N,MA1UN2KY7R2M37173,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0279
2024-12-20,2402AW500281A,MA1UN2KY7R2M37123,022:2402AW500281A:DM203B:171224:01:0000028-NSK01
2024-12-20,2401AW500821A,MA1UN2KY7R2M37123,021:2401AW500821A:DM203B:171224:3:SIN-171224-145048NSK01
2024-12-20,2401AW500811A,MA1UN2KY7R2M37123,020:2401AW500811A:DM203B:171224:3:SIN-171224-145049NSK01
2024-12-20,2301BW500080D,MA1UN2YY2R2M37176, 503:2301BW500080D:DI061A:181224:01:589
2024-12-20,2301AW502180N,MA1UN2YY2R2M37176, 019:2301AW502180N:DI061A:051224:02:000
2024-12-20,2301AW502200N,MA1UN2YY2R2M37176, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,1501AAA00851N,MA1UN2YY2R2M37176,000:1501AAA00851N:DD013IA:301024:03:000000P2:005:0200
2024-12-20,2402AW500281A,MA1UN2KY7R2M37088,022:2402AW500281A:DM203B:171224:01:0000276-NSK01
2024-12-20,2401AW500821A,MA1UN2KY7R2M37088,021:2401AW500821A:DM203B:171224:2:SIN-151224-144352NSK01
2024-12-20,2401AW500811A,MA1UN2KY7R2M37088,020:2401AW500811A:DM203B:141224:1:SIN-141224-143416NSK01
2024-12-20,2402AW500241A,MA1UN2YY2R2M37148,022:2402AW500241A:DM203B:191224:01:SIN-191224-989014NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37148,021:2401AW500631A:DM203B:191224:3:SIN-191224-146414NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37148,020:2401AW500611A:DM203B:171224:2:SIN-171224-145523NSK01
2024-12-20,2301BW500080D,MA1UN2KY7R2M37181, 503:2301BW500080D:DI061A:181224:01:593
2024-12-20,2301AW503170N,MA1UN2KY7R2M37181, 019:2301AW503170N:DI061A:181224:01:000
2024-12-20,2301AW502190N,MA1UN2KY7R2M37181, 311:2301AW502190N:DI061A:161224:01:000
2024-12-20,1501BAA05451N,MA1UN2KY7R2M37181,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0289
2024-12-20,2301AW502190N,MA1UN4KY7R2M37188, 311:2301AW502190N:DI061A:161224:01:000
2024-12-20,2301AW503160N,MA1UN4KY7R2M37188, 019:2301AW503160N:DI061A:171224:01:000
2024-12-20,2301BW500080D,MA1UN4KY7R2M37188, 503:2301BW500080D:DI061A:181224:01:590
2024-12-20,1501BAA05331N,MA1UN4KY7R2M37188,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0472
2024-12-20,2301BW500080D,MA1UN4KY7R2M37190, 503:2301BW500080D:DI061A:181224:01:596
2024-12-20,2301AW503160N,MA1UN4KY7R2M37190, 019:2301AW503160N:DI061A:171224:01:000
2024-12-20,2301AW502190N,MA1UN4KY7R2M37190, 311:2301AW502190N:DI061A:161224:01:000
2024-12-20,1501BAA05331N,MA1UN4KY7R2M37190,000:1501BAA05331N:DD013IA:221124:02:000000P2:005:0477
2024-12-20,2301BW500080D,MA1UN2KY7R2M37195, 503:2301BW500080D:DI061A:181224:01:595
2024-12-20,2301AW502190N,MA1UN2KY7R2M37195, 311:2301AW502190N:DI061A:161224:01:000
2024-12-20,2301AW503170N,MA1UN2KY7R2M37195, 019:2301AW503170N:DI061A:181224:01:000
2024-12-20,1501BAA05451N,MA1UN2KY7R2M37195,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0264
2024-12-20,2402AW500241A,MA1UN2YY2R2M37138,022:2402AW500241A:DM203B:191224:01:SIN-191224-989907NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37138,021:2401AW500631A:DM203B:191224:2:SIN-191224-146883NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37138,020:2401AW500611A:DM203B:191224:2:SIN-191224-146882NSK01
2024-12-20,2402AW500241A,MA1UN2YY2R2M37096,022:2402AW500241A:DM203B:191224:01:SIN-191224-989932NSK01
2024-12-20,2401AW500631A,MA1UN2YY2R2M37096,021:2401AW500631A:DM203B:191224:1:SIN-191224-146864NSK01
2024-12-20,2401AW500611A,MA1UN2YY2R2M37096,020:2401AW500611A:DM203B:191224:1:SIN-191224-146865NSK01
2024-12-20,2402AW500281A,MA1UN2JW7R2M37091,022:2402AW500281A:DM203B:191224:02:SIN-191224-990429NSK01
2024-12-20,2401AW500701A,MA1UN2JW7R2M37091,021:2401AW500701A:DM203B:181224:2:SIN-181224-146142NSK01
2024-12-20,2401AW500691A,MA1UN2JW7R2M37091,020:2401AW500691A:DM203B:181224:2:SIN-181224-146152NSK01
2024-12-20,2301AW502180N,MA1UN2JV2R2M37206,
2024-12-20,2301AW502200N,MA1UN2JV2R2M37206, 311:2301AW502200N:DI061A:191224:01:000
2024-12-20,2301BW500080D,MA1UN2JV2R2M37206, 503:2301BW500080D:DI061A:181224:01:630
2024-12-20,1501AAA00851N,MA1UN2JV2R2M37206,000:1501AAA00851N:DD013IA:301024:03:000000P2:005:0201
2024-12-20,2402AW500281A,MA1UN2KY7R2M37116,022:2402AW500281A:DM203B:161224:01:0000119-NSK01
